Case ID,Case Type,Parties Involved,Case Title,Filing Date,Case Status,Case Location,Hearing 1 date,Hearing 2 date,Hearing 3 date,Assigned Judge,Case Type Priority,Case Age,Scheduled Hearings,Overall Priority,Predicted Priority
2805,Terrorism,Gabriel,Terrorism Case - Gabriel,01.11.22,Pending,San Diego,04.08.24,03.01.25,07.03.25,Michelle Nelson,1,343,1.0,345.0,344.9999999999996
200,Counterintelligence,Kelly,Counterintelligence Case - Kelly,31.10.22,Pending,Las Vegas,10.02.23,28.04.23,01.07.23,Nicholas Ross,2,342,1.0,345.0,344.9999999999996
2614,Organized Crime,Hailey,Organized Crime Case - Hailey,27.10.22,Pending,Las Vegas,09.06.23,04.11.23,29.12.23,Thomas Smith,6,338,1.0,345.0,344.9999999999996
1767,Drug Trafficking,Rhonda,Drug Trafficking Case - Rhonda,19.10.22,Pending,Oklahoma City,29.06.23,,,Robin Watson,15,330,0.0,345.0,344.99999999999966
2568,Environmental Law Violations,Don,Environmental Law Violations Case - Don,24.10.22,Pending,San Jose,29.01.23,,,Ellen Brown,11,335,0.0,346.0,345.9999999999996
812,Counterintelligence,George,Counterintelligence Case - George,02.11.22,Pending,Seattle,30.12.22,,,Brian Doyle,2,344,0.0,346.0,345.9999999999996
870,Employment Law Disputes,Sarah,Employment Law Disputes Case - Sarah,23.10.22,Pending,Denver,04.02.24,17.11.24,,Henry Williams,12,334,0.5,346.5,346.4999999999996
2711,Major Thefts,Regina,Major Thefts Case - Regina,26.10.22,Pending,Seattle,27.02.24,07.08.24,21.11.24,David Ford,9,337,1.0,347.0,346.9999999999996
931,Counterintelligence,Michelle,Counterintelligence Case - Michelle,03.11.22,Pending,San Jose,07.04.23,,,Sheri Smith,2,345,0.0,347.0,346.9999999999996
2316,Cyber Crime,Kara,Cyber Crime Case - Kara,01.11.22,Pending,San Jose,23.11.23,06.02.24,03.08.24,Jennifer Rodriguez,3,343,1.0,347.0,346.9999999999996
2748,Violent Crimes,Sandra,Violent Crimes Case - Sandra,27.10.22,Pending,Austin,07.06.23,25.11.23,08.02.24,Gregory Sanchez,8,338,1.0,347.0,346.9999999999996
2576,Terrorism,Edward,Terrorism Case - Edward,04.11.22,Pending,New York,02.10.23,,,Tiffany Diaz,1,346,0.0,347.0,346.9999999999996
1379,White-Collar Crime,Terry,White-Collar Crime Case - Terry,29.10.22,Pending,Charlotte,22.06.24,21.11.24,13.03.25,Nicholas Ross,7,340,1.0,348.0,347.9999999999996
2527,Major Thefts,Nicholas,Major Thefts Case - Nicholas,28.10.22,Pending,Seattle,26.02.23,17.05.23,12.10.23,Nathan Chandler,9,339,1.0,349.0,348.9999999999996
2380,Organized Crime,Kelsey,Organized Crime Case - Kelsey,31.10.22,Pending,Columbus,21.06.24,09.05.25,09.06.25,Jacqueline Cook DDS,6,342,1.0,349.0,348.9999999999996
173,Civil Rights,Becky,Civil Rights Case - Becky,01.11.22,Pending,Baltimore,20.06.24,05.10.24,03.04.25,Nathaniel Walton,5,343,1.0,349.0,348.9999999999996
1288,Counterintelligence,Bobby,Counterintelligence Case - Bobby,06.11.22,Pending,Detroit,26.04.24,,,David Ford,2,348,0.0,350.0,349.9999999999996
1909,Intellectual Property Violations,David,Intellectual Property Violations Case - David,28.10.22,Pending,San Antonio,21.06.23,08.06.24,25.11.24,Steven Gonzalez,10,339,1.0,350.0,349.9999999999996
2240,Terrorism,Nathan,Terrorism Case - Nathan,06.11.22,Pending,Jacksonville,11.07.23,23.10.23,12.01.24,Natasha Wyatt,1,348,1.0,350.0,349.9999999999996
58,White-Collar Crime,Dawn,White-Collar Crime Case - Dawn,31.10.22,Pending,Denver,18.07.23,01.10.23,14.11.23,Brian Flores,7,342,1.0,350.0,349.9999999999996
2809,White-Collar Crime,Sheila,White-Collar Crime Case - Sheila,31.10.22,Pending,Seattle,10.03.24,01.02.25,11.07.25,Denise Williams,7,342,1.0,350.0,349.9999999999996
2279,White-Collar Crime,Melissa,White-Collar Crime Case - Melissa,31.10.22,Pending,Houston,01.06.23,24.11.23,28.01.24,Daniel Johnson,7,342,1.0,350.0,349.9999999999996
923,Counterintelligence,Brian,Counterintelligence Case - Brian,07.11.22,Pending,Columbus,30.05.24,,,Brian Doyle,2,349,0.0,351.0,350.9999999999996
21,Securities Fraud,Jeffrey,Securities Fraud Case - Jeffrey,25.10.22,Pending,Chicago,30.06.24,11.10.24,12.01.25,Tammy Mendoza,14,336,1.0,351.0,350.9999999999996
2811,Major Thefts,Elizabeth,Major Thefts Case - Elizabeth,01.11.22,Pending,Louisville,22.03.24,,,Jacqueline Cook DDS,9,343,0.0,352.0,351.9999999999996
1965,Drug Trafficking,Mark,Drug Trafficking Case - Mark,26.10.22,Pending,Boston,27.10.22,21.02.23,,Lisa Barry,15,337,0.5,352.5,352.4999999999996
2452,Civil Rights,Ellen,Civil Rights Case - Ellen,05.11.22,Pending,Indianapolis,06.01.24,03.09.24,24.10.24,Zachary Hines,5,347,1.0,353.0,352.9999999999996
2960,Organized Crime,Karen,Organized Crime Case - Karen,04.11.22,Pending,Phoenix,10.12.22,26.02.23,09.04.23,Michelle Nelson,6,346,1.0,353.0,352.9999999999996
2172,White-Collar Crime,Carlos,White-Collar Crime Case - Carlos,04.11.22,Pending,Fort Worth,15.12.22,,,George Landry,7,346,0.0,353.0,352.9999999999996
1741,Securities Fraud,John,Securities Fraud Case - John,28.10.22,Pending,Fort Worth,20.03.23,,,Christopher Johnston,14,339,0.0,353.0,352.9999999999996
1263,Drug Trafficking,Evan,Drug Trafficking Case - Evan,27.10.22,Pending,Oklahoma City,07.12.23,13.01.24,25.04.24,Mark Miller,15,338,1.0,354.0,353.9999999999996
2664,Securities Fraud,Anthony,Securities Fraud Case - Anthony,28.10.22,Pending,Portland,10.04.23,25.02.24,15.03.24,Michael Morales,14,339,1.0,354.0,353.9999999999996
2835,Drug Trafficking,Joanna,Drug Trafficking Case - Joanna,28.10.22,Pending,Memphis,30.01.23,,,Jennifer Rodriguez,15,339,0.0,354.0,353.9999999999996
691,Organized Crime,Catherine,Organized Crime Case - Catherine,06.11.22,Pending,Dallas,28.12.23,,,Jessica Livingston,6,348,0.0,354.0,353.9999999999996
628,Major Thefts,Kevin,Major Thefts Case - Kevin,02.11.22,Pending,Philadelphia,02.11.23,22.07.24,29.09.24,Victoria Wilson,9,344,1.0,354.0,353.9999999999996
2309,Intellectual Property Violations,Nicholas,Intellectual Property Violations Case - Nicholas,01.11.22,Pending,Oklahoma City,11.10.24,29.03.25,29.04.25,Daniel Taylor,10,343,1.0,354.0,353.9999999999996
2437,Violent Crimes,Timothy,Violent Crimes Case - Timothy,04.11.22,Pending,Portland,01.09.23,28.01.24,,Gregory Sanchez,8,346,0.5,354.5,354.4999999999996
2162,Terrorism,Allison,Terrorism Case - Allison,11.11.22,Pending,Louisville,11.03.24,18.10.24,18.12.24,Zachary Hines,1,353,1.0,355.0,354.9999999999996
2473,Securities Fraud,Daniel,Securities Fraud Case - Daniel,29.10.22,Pending,Dallas,13.10.24,12.08.25,30.12.25,Peter Smith,14,340,1.0,355.0,354.9999999999996
2299,Intellectual Property Violations,Sarah,Intellectual Property Violations Case - Sarah,02.11.22,Pending,Oklahoma City,03.11.24,10.11.24,07.01.25,Mr. Cameron Hopkins,10,344,1.0,355.0,354.9999999999996
1854,White-Collar Crime,Kelly,White-Collar Crime Case - Kelly,05.11.22,Pending,Los Angeles,16.11.22,01.04.23,11.09.23,Kerry Jordan,7,347,1.0,355.0,354.9999999999996
227,Cyber Crime,Robert,Cyber Crime Case - Robert,09.11.22,Pending,Houston,12.08.23,31.05.24,20.10.24,Michael Gomez,3,351,1.0,355.0,354.9999999999996
1897,Major Thefts,Sarah,Major Thefts Case - Sarah,04.11.22,Pending,Nashville,22.11.22,27.06.23,,Bailey Foster,9,346,0.5,355.5,355.4999999999996
1591,Drug Trafficking,Janet,Drug Trafficking Case - Janet,29.10.22,Pending,Memphis,02.11.24,15.10.25,,Daniel Johnson,15,340,0.5,355.5,355.4999999999996
1429,Violent Crimes,Robert,Violent Crimes Case - Robert,05.11.22,Pending,Boston,22.03.24,20.10.24,08.02.25,Steven Gonzalez,8,347,1.0,356.0,355.9999999999996
159,Organized Crime,Kyle,Organized Crime Case - Kyle,08.11.22,Pending,Portland,08.10.23,21.04.24,,Carrie Miller,6,350,0.5,356.5,356.4999999999996
2955,Terrorism,Brendan,Terrorism Case - Brendan,14.11.22,Pending,Nashville,24.05.24,,,Michelle Reynolds,1,356,0.0,357.0,356.9999999999996
1046,Terrorism,Sarah,Terrorism Case - Sarah,14.11.22,Pending,Nashville,09.11.23,,,Jeffrey Miles,1,356,0.0,357.0,356.9999999999996
2462,Drug Trafficking,Savannah,Drug Trafficking Case - Savannah,30.10.22,Pending,Milwaukee,24.08.23,31.08.23,15.09.23,Amanda Jones,15,341,1.0,357.0,356.9999999999996
984,Employment Law Disputes,Kristopher,Employment Law Disputes Case - Kristopher,03.11.22,Pending,Columbus,24.07.23,17.03.24,,Darlene Guerrero,12,345,0.5,357.5,357.4999999999996
1473,Intellectual Property Violations,Donald,Intellectual Property Violations Case - Donald,05.11.22,Pending,Nashville,24.03.24,15.03.25,25.06.25,Kari Price,10,347,1.0,358.0,357.9999999999996
1309,Organized Crime,Kevin,Organized Crime Case - Kevin,10.11.22,Pending,Fort Worth,11.03.24,11.12.24,24.03.25,Henry Keith,6,352,1.0,359.0,358.9999999999996
2217,Intellectual Property Violations,Tamara,Intellectual Property Violations Case - Tamara,07.11.22,Pending,San Antonio,22.04.24,,,Rebecca Conley,10,349,0.0,359.0,358.9999999999996
2010,Employment Law Disputes,Alison,Employment Law Disputes Case - Alison,04.11.22,Pending,San Antonio,25.05.23,19.09.23,01.11.23,Michael Allen,12,346,1.0,359.0,358.9999999999996
418,Organized Crime,Stephanie,Organized Crime Case - Stephanie,10.11.22,Pending,San Antonio,22.01.23,04.03.23,26.05.23,Michael Gomez,6,352,1.0,359.0,358.9999999999996
2704,Civil Rights,Joanna,Civil Rights Case - Joanna,12.11.22,Pending,Baltimore,24.03.23,22.10.23,07.11.23,Cynthia Harris,5,354,1.0,360.0,359.9999999999996
509,White-Collar Crime,Sean,White-Collar Crime Case - Sean,11.11.22,Pending,Phoenix,29.07.24,,,Nathaniel Walton,7,353,0.0,360.0,359.9999999999996
2163,Drug Trafficking,Elizabeth,Drug Trafficking Case - Elizabeth,02.11.22,Pending,Chicago,17.11.23,23.06.24,01.08.24,Darren Steele,15,344,1.0,360.0,359.9999999999996
1376,Organized Crime,Catherine,Organized Crime Case - Catherine,12.11.22,Pending,New York,18.06.24,29.05.25,,Eric Murray,6,354,0.5,360.5,360.4999999999996
2201,Violent Crimes,Becky,Violent Crimes Case - Becky,10.11.22,Pending,Austin,11.02.24,09.04.24,,Caleb Johnson,8,352,0.5,360.5,360.4999999999996
1580,Employment Law Disputes,Roy,Employment Law Disputes Case - Roy,06.11.22,Pending,Las Vegas,23.02.23,21.01.24,10.05.24,Christian Bond,12,348,1.0,361.0,360.9999999999996
2353,Counterintelligence,Carolyn,Counterintelligence Case - Carolyn,16.11.22,Pending,Los Angeles,20.01.23,29.01.23,04.04.23,Alicia Johnson,2,358,1.0,361.0,360.9999999999996
409,Civil Rights,Raven,Civil Rights Case - Raven,13.11.22,Pending,San Jose,01.01.23,11.10.23,23.03.24,Travis Mack,5,355,1.0,361.0,360.9999999999996
1083,Securities Fraud,Amanda,Securities Fraud Case - Amanda,05.11.22,Pending,Chicago,15.05.24,,,David Hill,14,347,0.0,361.0,360.9999999999996
791,Public Corruption,Paula,Public Corruption Case - Paula,16.11.22,Pending,Austin,28.01.24,,,Karen Lamb,4,358,0.0,362.0,361.9999999999996
1654,Intellectual Property Violations,Drew,Intellectual Property Violations Case - Drew,10.11.22,Pending,Washington,05.03.23,,,Travis Mack,10,352,0.0,362.0,361.9999999999996
2544,Intellectual Property Violations,Andrea,Intellectual Property Violations Case - Andrea,09.11.22,Pending,Columbus,04.02.23,23.06.23,04.07.23,Chloe Martin DDS,10,351,1.0,362.0,361.9999999999996
1915,Employment Law Disputes,Sarah,Employment Law Disputes Case - Sarah,08.11.22,Pending,Philadelphia,22.12.22,,,Ashley Fletcher,12,350,0.0,362.0,361.9999999999996
1745,Terrorism,Mark,Terrorism Case - Mark,18.11.22,Pending,Phoenix,23.10.24,03.12.24,03.12.24,Carla Smith,1,360,1.0,362.0,361.9999999999996
600,Civil Rights,Karen,Civil Rights Case - Karen,14.11.22,Pending,San Jose,03.12.23,06.09.24,21.10.24,Bryan Simpson,5,356,1.0,362.0,361.9999999999996
2740,Drug Trafficking,Alexis,Drug Trafficking Case - Alexis,05.11.22,Pending,Charlotte,29.06.24,28.09.24,,Dorothy Horton,15,347,0.5,362.5,362.4999999999996
924,Intellectual Property Violations,Rebecca,Intellectual Property Violations Case - Rebecca,10.11.22,Pending,Jacksonville,07.12.23,29.02.24,14.06.24,Nathaniel Miller,10,352,1.0,363.0,362.9999999999996
1172,Counterintelligence,Kevin,Counterintelligence Case - Kevin,18.11.22,Pending,Los Angeles,09.07.23,01.07.24,22.07.24,Samantha Kelly,2,360,1.0,363.0,362.9999999999996
840,Violent Crimes,Jason,Violent Crimes Case - Jason,13.11.22,Pending,Memphis,06.06.23,,,Timothy Singh MD,8,355,0.0,363.0,362.9999999999996
659,Violent Crimes,Brian,Violent Crimes Case - Brian,13.11.22,Pending,Nashville,09.10.24,06.09.25,,Shannon Swanson,8,355,0.5,363.5,363.4999999999996
842,Civil Rights,Adam,Civil Rights Case - Adam,16.11.22,Pending,Detroit,18.01.23,30.07.23,,Zachary Hines,5,358,0.5,363.5,363.4999999999996
413,Immigration Law Cases,Katherine,Immigration Law Cases Case - Katherine,08.11.22,Pending,Denver,15.04.23,15.06.23,15.10.23,Kevin Skinner,13,350,1.0,364.0,363.9999999999996
934,Environmental Law Violations,Dana,Environmental Law Violations Case - Dana,10.11.22,Pending,Louisville,05.12.23,03.08.24,26.01.25,Philip Carpenter,11,352,1.0,364.0,363.9999999999996
2237,Drug Trafficking,Jimmy,Drug Trafficking Case - Jimmy,06.11.22,Pending,Los Angeles,15.04.23,13.03.24,06.04.24,Vanessa King,15,348,1.0,364.0,363.9999999999996
1017,Major Thefts,Heather,Major Thefts Case - Heather,13.11.22,Pending,Charlotte,24.06.23,,,Mr. Stephen Price,9,355,0.0,364.0,363.9999999999996
2020,Securities Fraud,Deanna,Securities Fraud Case - Deanna,08.11.22,Pending,Phoenix,16.03.23,28.12.23,,Derrick Mcneil,14,350,0.5,364.5,364.4999999999996
2506,Public Corruption,Shannon,Public Corruption Case - Shannon,19.11.22,Pending,Las Vegas,10.11.24,27.12.24,,David Orozco,4,361,0.5,365.5,365.4999999999996
1002,Terrorism,Colleen,Terrorism Case - Colleen,22.11.22,Pending,Fort Worth,29.03.24,21.06.24,07.09.24,Frank Huerta,1,364,1.0,366.0,365.9999999999996
202,White-Collar Crime,Deborah,White-Collar Crime Case - Deborah,16.11.22,Pending,Milwaukee,07.04.23,29.10.23,09.02.24,Jill Johnson,7,358,1.0,366.0,365.9999999999996
44,Immigration Law Cases,Abigail,Immigration Law Cases Case - Abigail,10.11.22,Pending,Portland,30.05.24,29.09.24,13.11.24,Mr. Alexander Horton,13,352,1.0,366.0,365.9999999999996
1028,Employment Law Disputes,Cynthia,Employment Law Disputes Case - Cynthia,11.11.22,Pending,Chicago,07.07.23,30.10.23,24.02.24,Ricardo Suarez,12,353,1.0,366.0,365.9999999999996
2708,Immigration Law Cases,Michael,Immigration Law Cases Case - Michael,11.11.22,Pending,Indianapolis,25.04.23,16.06.23,,Jacob Hall,13,353,0.5,366.5,366.4999999999996
720,Major Thefts,Carl,Major Thefts Case - Carl,16.11.22,Pending,San Jose,05.12.22,,,Mary Brown,9,358,0.0,367.0,366.9999999999996
874,Violent Crimes,Aaron,Violent Crimes Case - Aaron,16.11.22,Pending,Baltimore,17.05.24,10.02.25,20.06.25,Robert Johnson,8,358,1.0,367.0,366.9999999999996
1604,Major Thefts,Anthony,Major Thefts Case - Anthony,16.11.22,Pending,Chicago,01.11.23,,,Amanda Jones,9,358,0.0,367.0,366.9999999999996
2802,Drug Trafficking,Nicholas,Drug Trafficking Case - Nicholas,11.11.22,Pending,San Diego,03.12.22,,,Mr. Cameron Hopkins,15,353,0.0,368.0,367.9999999999996
2724,Intellectual Property Violations,Mary,Intellectual Property Violations Case - Mary,16.11.22,Pending,Las Vegas,13.07.24,,,Lauren Collins,10,358,0.0,368.0,367.9999999999996
481,Environmental Law Violations,Douglas,Environmental Law Violations Case - Douglas,14.11.22,Pending,Columbus,25.01.24,01.03.24,05.07.24,Kevin Skinner,11,356,1.0,368.0,367.9999999999996
1345,Terrorism,Derrick,Terrorism Case - Derrick,25.11.22,Pending,Las Vegas,13.03.23,,,Sheri Smith,1,367,0.0,368.0,367.9999999999996
995,Violent Crimes,Nancy,Violent Crimes Case - Nancy,17.11.22,Pending,Indianapolis,07.04.23,19.03.24,18.06.24,Penny Jones,8,359,1.0,368.0,367.9999999999996
762,Intellectual Property Violations,Marie,Intellectual Property Violations Case - Marie,16.11.22,Pending,San Diego,01.03.23,05.08.23,,Timothy Lawrence,10,358,0.5,368.5,368.4999999999996
360,Cyber Crime,Karen,Cyber Crime Case - Karen,23.11.22,Pending,Chicago,11.06.24,20.08.24,15.01.25,Rachel Mckee,3,365,1.0,369.0,368.9999999999996
2810,Employment Law Disputes,Amanda,Employment Law Disputes Case - Amanda,16.11.22,Pending,Seattle,05.02.23,,,Martin Hale,12,358,0.0,370.0,369.9999999999996
977,Civil Rights,Timothy,Civil Rights Case - Timothy,23.11.22,Pending,Los Angeles,13.05.23,15.08.23,,Kimberly Jordan,5,365,0.5,370.5,370.4999999999996
798,Employment Law Disputes,Cindy,Employment Law Disputes Case - Cindy,16.11.22,Pending,San Antonio,30.09.24,10.03.25,05.07.25,Kimberly Jordan,12,358,1.0,371.0,370.9999999999996
2729,Terrorism,Thomas,Terrorism Case - Thomas,27.11.22,Pending,Philadelphia,08.06.24,24.09.24,18.01.25,Michael Gomez,1,369,1.0,371.0,370.9999999999996
1101,Violent Crimes,Charles,Violent Crimes Case - Charles,20.11.22,Pending,Houston,03.12.23,01.10.24,19.02.25,Traci Donovan,8,362,1.0,371.0,370.9999999999996
2727,Terrorism,Douglas,Terrorism Case - Douglas,27.11.22,Pending,Detroit,06.04.24,10.05.24,14.06.24,Emily Castro,1,369,1.0,371.0,370.9999999999996
2680,Organized Crime,Paul,Organized Crime Case - Paul,22.11.22,Pending,Seattle,01.12.22,17.03.23,25.07.23,Darius Strickland,6,364,1.0,371.0,370.9999999999996
1926,Immigration Law Cases,Gabriel,Immigration Law Cases Case - Gabriel,15.11.22,Pending,Washington,14.06.24,11.06.25,12.06.25,David Ford,13,357,1.0,371.0,370.9999999999996
2228,Organized Crime,Gregory,Organized Crime Case - Gregory,23.11.22,Pending,Memphis,24.05.24,,,Adriana Norton,6,365,0.0,371.0,370.9999999999996
2705,Employment Law Disputes,Laurie,Employment Law Disputes Case - Laurie,16.11.22,Pending,Philadelphia,22.07.24,10.11.24,19.01.25,Jennifer Smith,12,358,1.0,371.0,370.9999999999996
2953,Drug Trafficking,Kristen,Drug Trafficking Case - Kristen,14.11.22,Pending,Nashville,22.03.24,,,Andrea Pearson,15,356,0.0,371.0,370.9999999999996
2222,Securities Fraud,Sara,Securities Fraud Case - Sara,16.11.22,Pending,Washington,30.05.24,,,Regina Duffy,14,358,0.0,372.0,371.9999999999996
1954,Cyber Crime,Heather,Cyber Crime Case - Heather,26.11.22,Pending,Dallas,27.01.23,13.01.24,11.03.24,Isaac Romero,3,368,1.0,372.0,371.9999999999996
1732,Major Thefts,Jessica,Major Thefts Case - Jessica,21.11.22,Pending,Portland,23.02.24,,,Zachary Hines,9,363,0.0,372.0,371.9999999999996
263,Counterintelligence,Charles,Counterintelligence Case - Charles,27.11.22,Pending,Seattle,12.06.23,13.07.23,20.10.23,Daniel Taylor,2,369,1.0,372.0,371.9999999999996
2126,Terrorism,Christopher,Terrorism Case - Christopher,29.11.22,Pending,Washington,27.09.23,,,Eric Roberts,1,371,0.0,372.0,371.9999999999996
1830,Securities Fraud,Alicia,Securities Fraud Case - Alicia,15.11.22,Pending,Nashville,24.06.23,04.07.23,08.07.23,Dorothy Smith,14,357,1.0,372.0,371.9999999999996
1365,Drug Trafficking,Jacqueline,Drug Trafficking Case - Jacqueline,15.11.22,Pending,Phoenix,24.11.22,20.09.23,06.01.24,Robert Johnson,15,357,1.0,373.0,372.9999999999996
909,Public Corruption,Ronald,Public Corruption Case - Ronald,26.11.22,Pending,San Jose,14.07.24,30.12.24,28.04.25,Brian Flores,4,368,1.0,373.0,372.9999999999996
416,Counterintelligence,Patrick,Counterintelligence Case - Patrick,28.11.22,Pending,Fort Worth,10.04.24,25.06.24,27.10.24,Vanessa Pittman,2,370,1.0,373.0,372.9999999999996
1178,Violent Crimes,Abigail,Violent Crimes Case - Abigail,22.11.22,Pending,Indianapolis,05.04.24,20.03.25,21.03.25,Darlene Guerrero,8,364,1.0,373.0,372.9999999999996
2260,Major Thefts,Brooke,Major Thefts Case - Brooke,21.11.22,Pending,Oklahoma City,08.03.24,07.10.24,13.03.25,Scott Ali,9,363,1.0,373.0,372.9999999999996
114,Securities Fraud,Steven,Securities Fraud Case - Steven,16.11.22,Pending,Houston,03.11.23,22.12.23,21.04.24,Michael Allen,14,358,1.0,373.0,372.9999999999996
1387,Terrorism,Sherry,Terrorism Case - Sherry,30.11.22,Pending,Indianapolis,25.09.23,,,Ms. Miranda Reed,1,372,0.0,373.0,372.9999999999996
2596,Organized Crime,Emily,Organized Crime Case - Emily,24.11.22,Pending,Charlotte,11.09.23,09.08.24,13.08.24,Heather Howell,6,366,1.0,373.0,372.9999999999996
777,Environmental Law Violations,Kelly,Environmental Law Violations Case - Kelly,20.11.22,Pending,Indianapolis,06.12.23,,,Kevin Skinner,11,362,0.0,373.0,372.9999999999996
1728,Drug Trafficking,Peter,Drug Trafficking Case - Peter,16.11.22,Pending,Indianapolis,09.11.23,,,Michael Brooks,15,358,0.0,373.0,372.9999999999996
285,Counterintelligence,Kristina,Counterintelligence Case - Kristina,29.11.22,Pending,Philadelphia,12.12.23,03.08.24,,Lisa Bray,2,371,0.5,373.5,373.4999999999996
1814,Drug Trafficking,Tyler,Drug Trafficking Case - Tyler,16.11.22,Pending,Boston,18.08.24,28.12.24,,Kevin Wood,15,358,0.5,373.5,373.4999999999996
2266,Employment Law Disputes,Jaclyn,Employment Law Disputes Case - Jaclyn,19.11.22,Pending,San Francisco,22.05.24,20.12.24,20.04.25,Carla Smith,12,361,1.0,374.0,373.9999999999996
1150,Civil Rights,Patrick,Civil Rights Case - Patrick,26.11.22,Pending,San Diego,13.03.23,13.01.24,02.05.24,Steven Gonzalez,5,368,1.0,374.0,373.9999999999996
675,White-Collar Crime,Amber,White-Collar Crime Case - Amber,25.11.22,Pending,Nashville,26.08.23,,,Benjamin Hughes,7,367,0.0,374.0,373.9999999999996
247,Civil Rights,Timothy,Civil Rights Case - Timothy,27.11.22,Pending,Los Angeles,16.09.24,,,Brian Flores,5,369,0.0,374.0,373.9999999999996
2509,Public Corruption,Rachel,Public Corruption Case - Rachel,28.11.22,Pending,Indianapolis,02.09.24,26.04.25,26.07.25,Darlene Guerrero,4,370,1.0,375.0,374.9999999999996
2027,Drug Trafficking,April,Drug Trafficking Case - April,18.11.22,Pending,Austin,07.09.23,,,Michael Brooks,15,360,0.0,375.0,374.9999999999996
1754,White-Collar Crime,Jennifer,White-Collar Crime Case - Jennifer,25.11.22,Pending,Denver,02.02.23,18.05.23,13.10.23,Eric Murphy,7,367,1.0,375.0,374.9999999999996
2732,White-Collar Crime,Evan,White-Collar Crime Case - Evan,26.11.22,Pending,Dallas,19.11.23,,,Nathaniel Miller,7,368,0.0,375.0,374.9999999999996
2620,Major Thefts,Rita,Major Thefts Case - Rita,25.11.22,Pending,Las Vegas,07.01.24,,,Aaron Moore,9,367,0.0,376.0,375.9999999999996
1702,Intellectual Property Violations,Taylor,Intellectual Property Violations Case - Taylor,23.11.22,Pending,Detroit,20.01.23,05.01.24,26.04.24,David Weaver,10,365,1.0,376.0,375.9999999999996
2053,Cyber Crime,Taylor,Cyber Crime Case - Taylor,30.11.22,Pending,Louisville,25.05.24,25.10.24,02.12.24,Kevin Phelps,3,372,1.0,376.0,375.9999999999996
259,Terrorism,Scott,Terrorism Case - Scott,03.12.22,Pending,Washington,26.09.23,01.01.24,,Michelle Reynolds,1,375,0.5,376.5,376.4999999999996
2080,Counterintelligence,Jennifer,Counterintelligence Case - Jennifer,02.12.22,Pending,Indianapolis,06.01.24,21.09.24,,David Hill,2,374,0.5,376.5,376.4999999999996
1539,Violent Crimes,George,Violent Crimes Case - George,26.11.22,Pending,Phoenix,07.07.24,30.01.25,07.05.25,Mary Walters,8,368,1.0,377.0,376.9999999999996
2088,Securities Fraud,Rebecca,Securities Fraud Case - Rebecca,20.11.22,Pending,Denver,27.07.24,02.07.25,15.09.25,Melinda Fields,14,362,1.0,377.0,376.9999999999996
478,Drug Trafficking,Carrie,Drug Trafficking Case - Carrie,20.11.22,Pending,Philadelphia,08.01.23,07.11.23,,Mackenzie Gomez,15,362,0.5,377.5,377.4999999999996
2715,Civil Rights,Nathaniel,Civil Rights Case - Nathaniel,30.11.22,Pending,Memphis,04.11.23,22.06.24,04.08.24,Elizabeth Peterson,5,372,1.0,378.0,377.9999999999996
607,Cyber Crime,Shawn,Cyber Crime Case - Shawn,02.12.22,Pending,Oklahoma City,12.07.23,03.08.23,04.11.23,Greg Dixon,3,374,1.0,378.0,377.9999999999996
502,Securities Fraud,Deborah,Securities Fraud Case - Deborah,21.11.22,Pending,Milwaukee,20.06.23,15.01.24,08.06.24,Joshua Nichols,14,363,1.0,378.0,377.9999999999996
1656,Employment Law Disputes,Luke,Employment Law Disputes Case - Luke,23.11.22,Pending,Jacksonville,02.08.24,05.05.25,12.08.25,Crystal Oconnell,12,365,1.0,378.0,377.9999999999996
379,Securities Fraud,Willie,Securities Fraud Case - Willie,21.11.22,Pending,Charlotte,04.04.23,05.11.23,01.02.24,Laura Stephens,14,363,1.0,378.0,377.9999999999996
794,Major Thefts,John,Major Thefts Case - John,27.11.22,Pending,New York,10.02.24,,,Daniel Johnson,9,369,0.0,378.0,377.9999999999996
646,Environmental Law Violations,Jeffery,Environmental Law Violations Case - Jeffery,25.11.22,Pending,Memphis,07.05.23,23.09.23,,Kari Price,11,367,0.5,378.5,378.4999999999996
2697,Civil Rights,Karen,Civil Rights Case - Karen,01.12.22,Pending,Chicago,29.07.24,24.04.25,,Timothy Singh MD,5,373,0.5,378.5,378.4999999999996
2460,Drug Trafficking,Eric,Drug Trafficking Case - Eric,22.11.22,Pending,Nashville,29.06.24,,,Amanda Jefferson,15,364,0.0,379.0,378.9999999999996
2264,Environmental Law Violations,Bobby,Environmental Law Violations Case - Bobby,26.11.22,Pending,San Jose,09.07.24,,,Mackenzie Gomez,11,368,0.0,379.0,378.9999999999996
488,Cyber Crime,Jack,Cyber Crime Case - Jack,04.12.22,Pending,Baltimore,05.06.24,05.06.24,,Michael Ryan,3,376,0.5,379.5,379.4999999999996
590,Counterintelligence,Tonya,Counterintelligence Case - Tonya,06.12.22,Pending,San Francisco,26.05.23,,,Stephen Elliott,2,378,0.0,380.0,379.9999999999996
1557,Major Thefts,Michelle,Major Thefts Case - Michelle,29.11.22,Pending,Los Angeles,24.09.24,,,Vanessa Pittman,9,371,0.0,380.0,379.9999999999996
1298,Securities Fraud,Jacob,Securities Fraud Case - Jacob,23.11.22,Pending,Austin,08.04.23,17.09.23,19.12.23,Lisa Bray,14,365,1.0,380.0,379.9999999999996
