Case ID,Case Type,Parties Involved,Case Title,Filing Date,Case Status,Case Location,Hearing 1 date,Hearing 2 date,Hearing 3 date,Assigned Judge,Case Type Priority,Case Age,Scheduled Hearings,Overall Priority
546,Violent Crimes,Laurie,Violent Crimes Case - Laurie,2023-08-02,Closed,Baltimore,2023-11-08,2024-05-04,2024-10-29,Dawn Yu,8,0.1547945205479452,1.0,9.154794520547945
1140,Major Thefts,Alisha,Major Thefts Case - Alisha,2023-07-29,Closed,Louisville,2024-06-10,,,Joseph Bruce,9,0.16027397260273973,0.0,9.16027397260274
630,Violent Crimes,Jennifer,Violent Crimes Case - Jennifer,2022-07-16,Closed,San Jose,2022-08-25,2023-08-01,,Jerry Neal,8,0.678082191780822,0.5,9.178082191780822
907,Violent Crimes,Jacqueline,Violent Crimes Case - Jacqueline,2023-07-13,Closed,Chicago,2024-02-28,2024-10-28,2025-04-27,Tonya Green,8,0.1821917808219178,1.0,9.182191780821919
1858,Violent Crimes,Christian,Violent Crimes Case - Christian,2023-07-13,Closed,Fort Worth,2024-05-31,2025-03-04,2025-04-18,Dillon Fernandez,8,0.1821917808219178,1.0,9.182191780821919
394,Major Thefts,Dillon,Major Thefts Case - Dillon,2023-07-08,Closed,San Antonio,2023-12-30,,,Matthew Marks,9,0.18904109589041096,0.0,9.189041095890412
345,Violent Crimes,Eric,Violent Crimes Case - Eric,2022-06-30,Closed,Louisville,2023-06-25,2023-08-03,,Andrew Dawson,8,0.7,0.5,9.2
1071,Major Thefts,Warren,Major Thefts Case - Warren,2023-06-19,Closed,New York,2023-09-19,,,Joyce Gill,9,0.21506849315068494,0.0,9.215068493150685
1370,Violent Crimes,Tanya,Violent Crimes Case - Tanya,2023-06-07,Closed,Phoenix,2024-05-09,2024-08-11,2025-01-05,Sara Medina,8,0.23150684931506849,1.0,9.231506849315068
1684,Violent Crimes,Madison,Violent Crimes Case - Madison,2023-06-04,Closed,San Francisco,2023-06-17,2024-03-31,2024-07-07,William Powell,8,0.2356164383561644,1.0,9.235616438356164
379,Violent Crimes,Jennifer,Violent Crimes Case - Jennifer,2022-05-25,Closed,Indianapolis,2024-02-26,2024-07-03,,Deborah Rubio,8,0.7493150684931507,0.5,9.24931506849315
48,Major Thefts,Alexis,Major Thefts Case - Alexis,2023-05-17,Closed,Baltimore,2024-11-16,,,Mackenzie West,9,0.2602739726027397,0.0,9.26027397260274
1328,Violent Crimes,Phillip,Violent Crimes Case - Phillip,2022-05-14,Closed,New York,2023-03-19,2024-01-15,,Jason Daniel,8,0.7643835616438356,0.5,9.264383561643836
54,Violent Crimes,James,Violent Crimes Case - James,2022-05-12,Closed,New York,2024-03-13,2025-02-21,,Jessica Carpenter,8,0.7671232876712328,0.5,9.267123287671232
1969,Major Thefts,Lisa,Major Thefts Case - Lisa,2023-05-02,Closed,Denver,2024-08-18,,,Katie Myers,9,0.2808219178082192,0.0,9.280821917808218
1352,Violent Crimes,Amanda,Violent Crimes Case - Amanda,2023-05-02,Closed,San Antonio,2023-12-14,2024-01-24,2024-03-25,Amy Lambert,8,0.2808219178082192,1.0,9.280821917808218
1385,Major Thefts,Michelle,Major Thefts Case - Michelle,2023-04-30,Closed,Jacksonville,2023-09-03,,,Dillon Fernandez,9,0.28356164383561644,0.0,9.283561643835617
955,Violent Crimes,Sara,Violent Crimes Case - Sara,2023-04-30,Closed,Oklahoma City,2023-09-08,2024-08-07,2024-11-08,Erica Wu,8,0.28356164383561644,1.0,9.283561643835617
1416,Violent Crimes,Lori,Violent Crimes Case - Lori,2022-04-25,Closed,Fort Worth,2024-09-14,2024-12-12,,Steven Gill,8,0.7904109589041096,0.5,9.29041095890411
499,Major Thefts,Lori,Major Thefts Case - Lori,2023-04-24,Closed,Philadelphia,2023-06-23,,,Edward Hunter,9,0.29178082191780824,0.0,9.291780821917808
1587,Violent Crimes,Justin,Violent Crimes Case - Justin,2023-04-19,Closed,Las Vegas,2023-05-04,2023-07-27,2023-08-09,Daniel Turner,8,0.29863013698630136,1.0,9.2986301369863
922,Violent Crimes,Michael,Violent Crimes Case - Michael,2023-04-16,Closed,Las Vegas,2023-12-24,2024-10-17,2024-12-16,Christina Rhodes,8,0.30273972602739724,1.0,9.302739726027397
1775,Violent Crimes,Larry,Violent Crimes Case - Larry,2022-04-11,Closed,Jacksonville,2024-01-22,2024-05-07,,Daniel Avila,8,0.8095890410958904,0.5,9.30958904109589
579,Major Thefts,Gina,Major Thefts Case - Gina,2023-04-03,Closed,San Francisco,2023-06-12,,,Joseph Williams,9,0.32054794520547947,0.0,9.32054794520548
1363,Major Thefts,Heidi,Major Thefts Case - Heidi,2023-03-25,Closed,Philadelphia,2024-08-12,,,Deborah Rubio,9,0.33287671232876714,0.0,9.332876712328767
1318,Violent Crimes,Ronald,Violent Crimes Case - Ronald,2023-03-24,Closed,Columbus,2023-09-13,2024-05-05,2024-10-02,Justin Greene,8,0.33424657534246577,1.0,9.334246575342465
1163,Violent Crimes,Alexander,Violent Crimes Case - Alexander,2023-03-13,Closed,Denver,2024-09-11,2025-02-03,2025-03-23,Andrew Murray,8,0.3493150684931507,1.0,9.349315068493151
1461,Major Thefts,Derrick,Major Thefts Case - Derrick,2023-03-09,Closed,Portland,2024-01-31,,,Jean Hernandez,9,0.3547945205479452,0.0,9.354794520547944
461,Violent Crimes,Heidi,Violent Crimes Case - Heidi,2023-03-08,Closed,San Francisco,2023-11-15,2024-01-13,2024-04-12,James Poole,8,0.3561643835616438,1.0,9.356164383561644
1715,Violent Crimes,Brenda,Violent Crimes Case - Brenda,2023-03-04,Closed,Dallas,2024-11-15,2025-08-11,2025-10-07,Michael Leonard,8,0.36164383561643837,1.0,9.361643835616439
1772,Violent Crimes,Luis,Violent Crimes Case - Luis,2023-02-25,Closed,Columbus,2023-08-17,2023-08-25,2023-11-04,Albert Rivera,8,0.37123287671232874,1.0,9.371232876712329
1920,Violent Crimes,Robert,Violent Crimes Case - Robert,2023-02-23,Closed,Houston,2023-03-03,2023-04-22,2023-07-17,Rebecca Daniels,8,0.37397260273972605,1.0,9.373972602739727
109,Violent Crimes,Michael,Violent Crimes Case - Michael,2022-02-18,Closed,Nashville,2022-03-01,2022-03-14,,Megan Vasquez,8,0.8808219178082192,0.5,9.38082191780822
677,Major Thefts,Linda,Major Thefts Case - Linda,2023-02-09,Closed,Boston,2023-02-23,,,Crystal Flores,9,0.39315068493150684,0.0,9.393150684931507
1291,Violent Crimes,Travis,Violent Crimes Case - Travis,2022-02-04,Closed,Seattle,2022-02-11,2022-07-04,,Donald Maxwell,8,0.9,0.5,9.4
1268,Major Thefts,Gregory,Major Thefts Case - Gregory,2023-02-02,Closed,Charlotte,2023-03-26,,,Keith Stevenson III,9,0.40273972602739727,0.0,9.402739726027397
482,Major Thefts,Charles,Major Thefts Case - Charles,2023-01-18,Closed,San Francisco,2024-02-05,,,Melissa Middleton,9,0.4232876712328767,0.0,9.423287671232877
1052,Violent Crimes,Alexander,Violent Crimes Case - Alexander,2023-01-18,Closed,Boston,2023-11-30,2023-12-27,2024-06-03,Robin Butler,8,0.4232876712328767,1.0,9.423287671232877
1083,Violent Crimes,Deborah,Violent Crimes Case - Deborah,2023-01-15,Closed,San Antonio,2023-11-01,2023-11-24,2023-12-09,Donald Oliver,8,0.4273972602739726,1.0,9.427397260273972
153,Violent Crimes,Barbara,Violent Crimes Case - Barbara,2023-01-13,Closed,Oklahoma City,2024-06-19,2025-03-04,2025-03-30,Angel Buchanan,8,0.4301369863013699,1.0,9.43013698630137
828,Major Thefts,Larry,Major Thefts Case - Larry,2023-01-09,Closed,New York,2024-03-25,,,Kimberly Smith,9,0.43561643835616437,0.0,9.435616438356165
8,Violent Crimes,William,Violent Crimes Case - William,2023-01-08,Closed,Jacksonville,2023-10-04,2024-03-23,2024-05-24,Bridget Gonzalez,8,0.436986301369863,1.0,9.436986301369863
1803,Violent Crimes,Caroline,Violent Crimes Case - Caroline,2023-01-04,Closed,Boston,2024-11-05,2025-10-22,2025-11-28,Erin Donaldson,8,0.44246575342465755,1.0,9.442465753424658
1713,Major Thefts,Jennifer,Major Thefts Case - Jennifer,2022-12-29,Closed,Oklahoma City,2024-08-11,,,Angela Williams,9,0.4506849315068493,0.0,9.45068493150685
982,Violent Crimes,Julie,Violent Crimes Case - Julie,2021-12-26,Closed,Seattle,2023-11-07,2024-09-24,,Courtney Kidd,8,0.9547945205479452,0.5,9.454794520547946
760,Major Thefts,Hunter,Major Thefts Case - Hunter,2022-12-15,Closed,Jacksonville,2024-08-18,,,Todd Cole,9,0.46986301369863015,0.0,9.46986301369863
1754,Violent Crimes,William,Violent Crimes Case - William,2022-12-09,Closed,Charlotte,2024-10-03,2025-07-23,2025-08-24,Jordan Gray,8,0.4780821917808219,1.0,9.478082191780821
1135,Violent Crimes,Brenda,Violent Crimes Case - Brenda,2022-12-04,Closed,Detroit,2023-07-15,2024-03-10,2024-07-25,Levi Hancock,8,0.4849315068493151,1.0,9.484931506849316
1128,Violent Crimes,Ian,Violent Crimes Case - Ian,2021-11-28,Closed,Jacksonville,2021-12-04,2022-10-29,,Jeremy Smith,8,0.9931506849315068,0.5,9.493150684931507
105,Violent Crimes,Peter,Violent Crimes Case - Peter,2022-11-27,Closed,Los Angeles,2024-08-05,2025-05-23,2025-11-12,Cynthia Cisneros,8,0.4945205479452055,1.0,9.494520547945205
1270,Violent Crimes,Robert,Violent Crimes Case - Robert,2021-11-27,Closed,Baltimore,2022-05-12,2022-07-21,,Terri Allen,8,0.9945205479452055,0.5,9.494520547945205
1820,Major Thefts,Troy,Major Thefts Case - Troy,2022-11-21,Closed,Houston,2023-08-03,,,Michael Golden,9,0.5027397260273972,0.0,9.502739726027396
102,Major Thefts,Grace,Major Thefts Case - Grace,2022-11-21,Closed,Memphis,2023-03-11,,,Tonya Green,9,0.5027397260273972,0.0,9.502739726027396
1922,Violent Crimes,Rebecca,Violent Crimes Case - Rebecca,2022-11-16,Closed,Indianapolis,2024-08-03,2024-11-14,2025-05-02,Lisa James,8,0.5095890410958904,1.0,9.509589041095891
1298,Major Thefts,Marisa,Major Thefts Case - Marisa,2023-11-14,Closed,Jacksonville,2024-03-31,2025-03-26,,Rebecca Ruiz,9,0.012328767123287671,0.5,9.512328767123288
1638,Major Thefts,Donald,Major Thefts Case - Donald,2023-11-12,Closed,Portland,2023-11-21,2024-03-19,,Amy Crawford,9,0.015068493150684932,0.5,9.515068493150684
1742,Violent Crimes,Nathan,Violent Crimes Case - Nathan,2022-11-10,Closed,Detroit,2024-05-19,2024-12-16,2025-04-01,Alicia Hall,8,0.5178082191780822,1.0,9.517808219178082
235,Major Thefts,Kathleen,Major Thefts Case - Kathleen,2022-11-05,Closed,Denver,2023-11-04,,,Patrick Martinez,9,0.5246575342465754,0.0,9.524657534246575
629,Major Thefts,Larry,Major Thefts Case - Larry,2023-11-04,Closed,Washington,2024-10-05,2025-08-09,,Christina Williams,9,0.026027397260273973,0.5,9.526027397260274
1065,Violent Crimes,James,Violent Crimes Case - James,2022-10-30,Closed,Louisville,2023-05-09,2023-11-11,2024-04-13,Joanna Frazier,8,0.5328767123287671,1.0,9.532876712328767
1503,Violent Crimes,Susan,Violent Crimes Case - Susan,2022-10-20,Closed,Phoenix,2024-01-24,2024-06-16,2024-07-17,Katie Myers,8,0.5465753424657535,1.0,9.546575342465754
1954,Violent Crimes,Sandra,Violent Crimes Case - Sandra,2022-10-20,Closed,Houston,2024-05-12,2024-10-13,2024-10-17,Stephen King,8,0.5465753424657535,1.0,9.546575342465754
1104,Violent Crimes,Joann,Violent Crimes Case - Joann,2022-10-16,Closed,Chicago,2023-03-19,2023-12-14,2024-05-06,Scott Warren,8,0.552054794520548,1.0,9.552054794520547
1830,Major Thefts,Brian,Major Thefts Case - Brian,2023-10-14,Closed,Charlotte,2024-06-06,2025-02-03,,Jessica May MD,9,0.0547945205479452,0.5,9.554794520547945
67,Major Thefts,Misty,Major Thefts Case - Misty,2023-10-11,Closed,Detroit,2024-05-02,2025-01-24,,John Smith,9,0.0589041095890411,0.5,9.558904109589042
22,Major Thefts,Michael,Major Thefts Case - Michael,2022-10-10,Closed,Dallas,2023-03-03,,,Kim Miller,9,0.5602739726027397,0.0,9.56027397260274
1039,Major Thefts,Jennifer,Major Thefts Case - Jennifer,2023-10-08,Closed,Las Vegas,2024-09-23,2025-05-05,,Bridget Gonzalez,9,0.06301369863013699,0.5,9.563013698630137
1839,Major Thefts,Joel,Major Thefts Case - Joel,2022-10-05,Closed,Los Angeles,2023-06-21,,,Dillon Fernandez,9,0.5671232876712329,0.0,9.567123287671233
1865,Violent Crimes,William,Violent Crimes Case - William,2022-10-04,Closed,Philadelphia,2024-08-18,2024-10-27,2025-02-14,Joel Robertson Jr.,8,0.5684931506849316,1.0,9.568493150684931
230,Major Thefts,Megan,Major Thefts Case - Megan,2022-09-27,Closed,San Diego,2023-12-16,,,Jean Hernandez,9,0.5780821917808219,0.0,9.578082191780823
1249,Major Thefts,Gregory,Major Thefts Case - Gregory,2023-09-19,Closed,Columbus,2024-04-17,2024-12-11,,Richard Jackson,9,0.08904109589041095,0.5,9.58904109589041
166,Violent Crimes,Andrew,Violent Crimes Case - Andrew,2022-09-08,Closed,Las Vegas,2023-01-18,2023-05-24,2023-06-12,Jessica Carpenter,8,0.6041095890410959,1.0,9.604109589041096
900,Violent Crimes,Sheila,Violent Crimes Case - Sheila,2022-08-28,Closed,Philadelphia,2023-09-17,2024-09-13,2024-10-29,Chad Rich,8,0.6191780821917808,1.0,9.61917808219178
1822,Violent Crimes,Matthew,Violent Crimes Case - Matthew,2022-08-27,Closed,Denver,2022-09-17,2022-09-23,2022-12-28,Michael Velasquez,8,0.6205479452054794,1.0,9.62054794520548
1597,Violent Crimes,Erin,Violent Crimes Case - Erin,2022-08-25,Closed,Memphis,2022-12-04,2023-06-15,2023-06-29,Mr. Jeremy Mack,8,0.6232876712328768,1.0,9.623287671232877
1637,Violent Crimes,Maria,Violent Crimes Case - Maria,2022-08-21,Closed,Memphis,2023-01-08,2023-06-13,2023-11-29,Melissa Middleton,8,0.6287671232876713,1.0,9.628767123287671
583,Major Thefts,Brian,Major Thefts Case - Brian,2022-08-19,Closed,Detroit,2023-01-02,,,Ralph Gentry,9,0.6315068493150685,0.0,9.631506849315068
1103,Violent Crimes,Mark,Violent Crimes Case - Mark,2022-08-13,Closed,San Jose,2022-10-12,2023-01-23,2023-03-22,Thomas Davis,8,0.6397260273972603,1.0,9.639726027397261
984,Violent Crimes,Andrea,Violent Crimes Case - Andrea,2022-08-09,Closed,Phoenix,2022-12-29,2023-11-27,2024-03-07,Anthony Carey,8,0.6452054794520548,1.0,9.645205479452056
1561,Violent Crimes,Janice,Violent Crimes Case - Janice,2022-08-05,Closed,Dallas,2024-01-23,2024-09-12,2024-11-21,Dominic Santiago,8,0.6506849315068494,1.0,9.650684931506849
533,Major Thefts,Sharon,Major Thefts Case - Sharon,2023-08-03,Closed,Denver,2024-09-12,2025-05-24,,Frank Lee,9,0.15342465753424658,0.5,9.653424657534247
1641,Major Thefts,Melissa,Major Thefts Case - Melissa,2022-07-24,Closed,Dallas,2022-09-14,,,Craig Edwards,9,0.6671232876712329,0.0,9.667123287671233
1017,Violent Crimes,Gregory,Violent Crimes Case - Gregory,2022-07-15,Closed,Boston,2022-11-03,2023-01-21,2023-05-24,Jordan Gray,8,0.6794520547945205,1.0,9.67945205479452
887,Violent Crimes,Jose,Violent Crimes Case - Jose,2022-07-12,Closed,Dallas,2022-07-13,2022-11-04,2023-04-03,Lisa James,8,0.6835616438356165,1.0,9.683561643835617
478,Violent Crimes,Jared,Violent Crimes Case - Jared,2022-07-03,Closed,Washington,2024-10-30,2025-09-09,2025-11-13,John Pacheco,8,0.6958904109589041,1.0,9.695890410958905
1522,Major Thefts,Benjamin,Major Thefts Case - Benjamin,2022-07-02,Closed,Detroit,2023-08-04,,,Morgan Gonzalez DVM,9,0.6972602739726027,0.0,9.697260273972603
227,Major Thefts,Lydia,Major Thefts Case - Lydia,2023-07-02,Closed,Columbus,2024-09-23,2025-08-27,,Mrs. Mckenzie Lucero,9,0.19726027397260273,0.5,9.697260273972603
718,Violent Crimes,Duane,Violent Crimes Case - Duane,2022-06-27,Closed,Nashville,2024-03-19,2024-04-08,2024-05-05,Pamela Curry,8,0.7041095890410959,1.0,9.704109589041096
1823,Major Thefts,Kelly,Major Thefts Case - Kelly,2022-06-22,Closed,Charlotte,2023-07-01,,,Justin Sweeney,9,0.7109589041095891,0.0,9.710958904109589
872,Violent Crimes,Daryl,Violent Crimes Case - Daryl,2022-06-20,Closed,San Diego,2024-01-25,2025-01-02,2025-06-16,Danielle Hubbard,8,0.7136986301369863,1.0,9.713698630136987
117,Major Thefts,Connie,Major Thefts Case - Connie,2022-06-18,Closed,Oklahoma City,2022-11-14,,,Jason Taylor,9,0.7164383561643836,0.0,9.716438356164383
1834,Major Thefts,Matthew,Major Thefts Case - Matthew,2022-06-12,Closed,Portland,2023-04-17,,,Michael Nguyen,9,0.7246575342465753,0.0,9.724657534246575
1919,Major Thefts,Brandon,Major Thefts Case - Brandon,2023-06-04,Closed,Indianapolis,2024-05-27,2024-06-29,,Michael Rodriguez,9,0.2356164383561644,0.5,9.735616438356164
1704,Major Thefts,Wendy,Major Thefts Case - Wendy,2022-06-02,Closed,Houston,2024-04-04,,,Joel Robertson Jr.,9,0.7383561643835617,0.0,9.738356164383562
664,Violent Crimes,Julian,Violent Crimes Case - Julian,2022-05-25,Closed,Detroit,2022-07-19,2023-02-01,2023-06-29,Bruce Crawford,8,0.7493150684931507,1.0,9.74931506849315
388,Major Thefts,Michele,Major Thefts Case - Michele,2023-05-01,Closed,New York,2023-07-31,2024-07-10,,Tonya Green,9,0.2821917808219178,0.5,9.782191780821918
486,Violent Crimes,Juan,Violent Crimes Case - Juan,2022-04-23,Closed,Baltimore,2022-08-31,2023-04-13,2023-04-16,Kelly Lawson,8,0.7931506849315069,1.0,9.793150684931508
848,Violent Crimes,Laura,Violent Crimes Case - Laura,2022-04-19,Closed,Charlotte,2023-09-14,2023-11-10,2023-11-28,Jason Taylor,8,0.7986301369863014,1.0,9.7986301369863
860,Major Thefts,Patty,Major Thefts Case - Patty,2022-04-18,Closed,Memphis,2024-05-03,,,Bruce Crawford,9,0.8,0.0,9.8
1962,Major Thefts,Steven,Major Thefts Case - Steven,2022-04-15,Closed,Philadelphia,2024-03-01,,,Erin Donaldson,9,0.8041095890410959,0.0,9.804109589041095
449,Violent Crimes,Sharon,Violent Crimes Case - Sharon,2022-04-11,Closed,Washington,2023-04-03,2023-05-29,2023-07-06,Joshua Reed,8,0.8095890410958904,1.0,9.80958904109589
1170,Violent Crimes,Christopher,Violent Crimes Case - Christopher,2022-03-28,Closed,Los Angeles,2023-05-30,2023-11-26,2024-04-25,Amy Crawford,8,0.8287671232876712,1.0,9.82876712328767
433,Major Thefts,Nicole,Major Thefts Case - Nicole,2023-03-21,Closed,San Antonio,2024-01-18,2024-03-29,,Charles Cain,9,0.33835616438356164,0.5,9.838356164383562
1885,Major Thefts,Margaret,Major Thefts Case - Margaret,2023-03-12,Closed,Louisville,2023-04-26,2024-03-31,,Angel Buchanan,9,0.3506849315068493,0.5,9.85068493150685
844,Violent Crimes,Tamara,Violent Crimes Case - Tamara,2022-03-10,Closed,Louisville,2022-03-11,2022-09-03,2023-02-04,Steven Hernandez DDS,8,0.8534246575342466,1.0,9.853424657534246
850,Violent Crimes,Craig,Violent Crimes Case - Craig,2022-03-07,Closed,Washington,2022-03-25,2022-07-23,2022-09-14,Derrick Parsons,8,0.8575342465753425,1.0,9.857534246575343
249,Major Thefts,Megan,Major Thefts Case - Megan,2023-03-03,Closed,Columbus,2023-07-25,2024-03-18,,Alexandra Fox,9,0.363013698630137,0.5,9.863013698630137
43,Major Thefts,Ralph,Major Thefts Case - Ralph,2023-03-01,Closed,Memphis,2023-10-07,2024-02-28,,Jessica May MD,9,0.36575342465753424,0.5,9.865753424657534
258,Violent Crimes,Robert,Violent Crimes Case - Robert,2022-02-24,Closed,Indianapolis,2022-05-14,2023-04-20,2023-09-22,Ronald Ross,8,0.8726027397260274,1.0,9.872602739726027
658,Major Thefts,Andrew,Major Thefts Case - Andrew,2022-02-23,Closed,Las Vegas,2023-05-23,,,Shirley Martin,9,0.873972602739726,0.0,9.873972602739727
1981,Major Thefts,Joyce,Major Thefts Case - Joyce,2023-02-23,Closed,Seattle,2024-08-10,2025-05-06,,Grant Cooley,9,0.37397260273972605,0.5,9.873972602739727
423,Major Thefts,Bruce,Major Thefts Case - Bruce,2022-02-19,Closed,Dallas,2024-04-01,,,Albert Rivera,9,0.8794520547945206,0.0,9.87945205479452
770,Major Thefts,Jennifer,Major Thefts Case - Jennifer,2023-02-09,Closed,Chicago,2023-05-15,2023-11-19,,Andrew Murray,9,0.39315068493150684,0.5,9.893150684931507
985,Major Thefts,Kendra,Major Thefts Case - Kendra,2022-02-09,Closed,Philadelphia,2022-07-15,,,Julie Rodriguez,9,0.8931506849315068,0.0,9.893150684931507
666,Violent Crimes,Joanna,Violent Crimes Case - Joanna,2022-02-09,Closed,Denver,2024-11-17,2025-01-13,2025-07-12,Jeremy Simmons,8,0.8931506849315068,1.0,9.893150684931507
1550,Violent Crimes,Tracy,Violent Crimes Case - Tracy,2022-02-02,Closed,Denver,2023-05-09,2023-07-28,2023-08-26,Danielle Hubbard,8,0.9027397260273973,1.0,9.902739726027397
1447,Major Thefts,Jonathan,Major Thefts Case - Jonathan,2023-02-02,Closed,Las Vegas,2024-10-06,2025-06-04,,Robert Nichols,9,0.40273972602739727,0.5,9.902739726027397
639,Major Thefts,Sonya,Major Thefts Case - Sonya,2022-01-28,Closed,Austin,2024-07-19,,,Kathryn Mcdonald,9,0.9095890410958904,0.0,9.90958904109589
300,Major Thefts,Ricardo,Major Thefts Case - Ricardo,2023-01-22,Closed,Houston,2023-11-26,2024-05-12,,Michael Nguyen,9,0.4178082191780822,0.5,9.917808219178083
1509,Violent Crimes,Eddie,Violent Crimes Case - Eddie,2022-01-12,Closed,Denver,2024-01-07,2024-03-09,2024-04-04,Jacqueline Freeman,8,0.9315068493150684,1.0,9.931506849315069
352,Violent Crimes,Kelly,Violent Crimes Case - Kelly,2022-01-10,Closed,San Francisco,2022-04-15,2022-07-07,2022-11-27,Edward Hunter,8,0.9342465753424658,1.0,9.934246575342465
1549,Violent Crimes,Jo,Violent Crimes Case - Jo,2021-12-30,Closed,Fort Worth,2024-09-20,2024-11-25,2025-05-07,Lindsay Perez,8,0.9493150684931507,1.0,9.949315068493151
1517,Violent Crimes,Nicole,Violent Crimes Case - Nicole,2021-12-30,Closed,Houston,2023-03-24,2023-05-02,2023-09-19,Cory Martinez,8,0.9493150684931507,1.0,9.949315068493151
1302,Major Thefts,Terri,Major Thefts Case - Terri,2021-12-24,Closed,San Antonio,2023-05-11,,,Charles Horne,9,0.9575342465753425,0.0,9.957534246575342
1082,Major Thefts,Steven,Major Thefts Case - Steven,2021-12-24,Closed,Columbus,2024-07-10,,,Austin Cabrera,9,0.9575342465753425,0.0,9.957534246575342
1599,Violent Crimes,Jeremy,Violent Crimes Case - Jeremy,2021-12-23,Closed,Chicago,2023-08-31,2024-02-21,2024-04-06,Austin Cabrera,8,0.958904109589041,1.0,9.95890410958904
863,Violent Crimes,Michael,Violent Crimes Case - Michael,2021-12-07,Closed,Las Vegas,2023-03-02,2023-10-07,2024-01-02,Joseph Williams,8,0.9808219178082191,1.0,9.98082191780822
1537,Major Thefts,Robert,Major Thefts Case - Robert,2022-11-20,Closed,Portland,2024-08-25,2024-08-26,,James Poole,9,0.5041095890410959,0.5,10.004109589041096
999,Major Thefts,Bianca,Major Thefts Case - Bianca,2023-11-19,Closed,Memphis,2024-03-31,2025-01-23,2025-03-07,Lisa James,9,0.005479452054794521,1.0,10.005479452054795
110,Major Thefts,Karen,Major Thefts Case - Karen,2023-11-13,Closed,Seattle,2024-10-12,2025-09-17,2025-11-20,Alexandra Fox,9,0.0136986301369863,1.0,10.013698630136986
964,Intellectual Property Violations,Scott,Intellectual Property Violations Case - Scott,2023-11-08,Closed,Oklahoma City,2024-09-26,,,Jason Vega,10,0.02054794520547945,0.0,10.020547945205479
795,Major Thefts,David,Major Thefts Case - David,2023-10-31,Closed,Detroit,2024-07-24,2025-07-15,2025-08-18,Nicole Wilson,9,0.031506849315068496,1.0,10.031506849315068
1169,Intellectual Property Violations,Nathaniel,Intellectual Property Violations Case - Nathaniel,2023-10-30,Closed,San Jose,2024-03-15,,,Susan Rose,10,0.03287671232876712,0.0,10.032876712328767
1995,Intellectual Property Violations,Sandra,Intellectual Property Violations Case - Sandra,2023-10-26,Closed,Portland,2024-07-11,,,Bruce Crawford,10,0.038356164383561646,0.0,10.038356164383561
1090,Intellectual Property Violations,Anthony,Intellectual Property Violations Case - Anthony,2023-10-18,Closed,New York,2024-07-28,,,Jeremy Smith,10,0.049315068493150684,0.0,10.04931506849315
147,Major Thefts,Brenda,Major Thefts Case - Brenda,2023-10-18,Closed,Fort Worth,2024-02-25,2024-04-08,2024-06-06,Laura Ortiz,9,0.049315068493150684,1.0,10.04931506849315
1490,Intellectual Property Violations,Robert,Intellectual Property Violations Case - Robert,2023-10-17,Closed,Charlotte,2024-08-12,,,Mr. John Potter,10,0.050684931506849315,0.0,10.050684931506849
441,Major Thefts,Eric,Major Thefts Case - Eric,2023-10-14,Closed,New York,2024-01-05,2024-06-08,2024-06-28,Amy Crawford,9,0.0547945205479452,1.0,10.054794520547945
889,Intellectual Property Violations,Ann,Intellectual Property Violations Case - Ann,2023-10-13,Closed,Columbus,2024-09-01,,,Katie Becker,10,0.056164383561643834,0.0,10.056164383561644
1038,Intellectual Property Violations,Tony,Intellectual Property Violations Case - Tony,2023-10-12,Closed,Las Vegas,2024-03-05,,,Kristen Hughes,10,0.057534246575342465,0.0,10.057534246575342
1970,Major Thefts,Anthony,Major Thefts Case - Anthony,2023-10-12,Closed,Detroit,2024-05-08,2024-06-22,2024-06-28,Robert Adams,9,0.057534246575342465,1.0,10.057534246575342
1042,Major Thefts,Lori,Major Thefts Case - Lori,2023-10-04,Closed,Nashville,2024-02-11,2024-09-01,2024-10-16,Joyce Gill,9,0.0684931506849315,1.0,10.068493150684931
1964,Major Thefts,Jonathan,Major Thefts Case - Jonathan,2023-09-15,Closed,San Jose,2024-02-11,2024-07-01,2024-07-08,Christina Ortega,9,0.09452054794520548,1.0,10.094520547945205
730,Intellectual Property Violations,Kelsey,Intellectual Property Violations Case - Kelsey,2023-09-14,Closed,Dallas,2024-03-03,,,Russell Perez,10,0.0958904109589041,0.0,10.095890410958905
1651,Intellectual Property Violations,Abigail,Intellectual Property Violations Case - Abigail,2023-09-13,Closed,Portland,2024-05-05,,,Ricky Keller,10,0.09726027397260274,0.0,10.097260273972603
1148,Major Thefts,Debra,Major Thefts Case - Debra,2023-09-10,Closed,Boston,2023-10-19,2023-11-17,2023-12-07,Mackenzie West,9,0.10136986301369863,1.0,10.101369863013698
512,Major Thefts,Matthew,Major Thefts Case - Matthew,2023-09-09,Closed,Detroit,2024-05-01,2025-01-13,2025-03-18,James Poole,9,0.10273972602739725,1.0,10.102739726027398
1518,Major Thefts,Sandra,Major Thefts Case - Sandra,2023-08-31,Closed,Charlotte,2024-07-15,2024-11-06,2025-03-12,Nathan Levine,9,0.11506849315068493,1.0,10.115068493150686
836,Intellectual Property Violations,Shane,Intellectual Property Violations Case - Shane,2023-08-28,Closed,Las Vegas,2024-08-14,,,Misty Young,10,0.11917808219178082,0.0,10.11917808219178
