Case ID,Case Type,Parties Involved,Case Title,Filing Date,Case Status,Case Location,Hearing 1 date,Hearing 2 date,Hearing 3 date,Assigned Judge
925,Securities Fraud,Lindsey,Securities Fraud Case - Lindsey,24.11.21,Closed,Philadelphia,4.4.22,7.9.22,,Jennifer Mcgrath
926,Intellectual Property Violations,Dawn,Intellectual Property Violations Case - Dawn,16.12.21,Closed,New York,13.6.24,15.1.25,28.6.25,Michael Rodriguez
927,Terrorism,Michelle,Terrorism Case - Michelle,11.11.22,Closed,San Antonio,26.11.23,,,Kirsten Meadows
928,Major Thefts,Casey,Major Thefts Case - Casey,5.7.23,Closed,Louisville,20.9.23,14.5.24,20.6.24,Dalton Gillespie
929,Cyber Crime,Michael,Cyber Crime Case - Michael,12.6.23,Closed,Austin,28.4.24,23.8.24,16.10.24,Jill English
930,Intellectual Property Violations,Karen,Intellectual Property Violations Case - Karen,15.3.23,Closed,Denver,3.6.24,13.1.25,,Daniel Turner
931,Environmental Law Violations,Eric,Environmental Law Violations Case - Eric,29.4.23,Closed,Indianapolis,22.1.24,7.12.24,5.3.25,Dale Johnson
932,Public Corruption,Natalie,Public Corruption Case - Natalie,10.6.22,Closed,San Francisco,1.12.22,,,Cynthia Cisneros
933,Securities Fraud,Anthony,Securities Fraud Case - Anthony,27.2.23,Closed,Los Angeles,23.2.24,,,Sarah Wyatt
934,Drug Trafficking,Scott,Drug Trafficking Case - Scott,12.10.23,Closed,New York,8.9.24,25.8.25,30.11.25,Mario Barton
935,Terrorism,Lisa,Terrorism Case - Lisa,17.2.23,Closed,Seattle,9.5.24,22.6.24,17.10.24,Alexander Hayden
936,Intellectual Property Violations,Tyler,Intellectual Property Violations Case - Tyler,25.10.22,Closed,San Antonio,8.6.24,25.1.25,13.2.25,Michael Lynch
937,Terrorism,Tiffany,Terrorism Case - Tiffany,16.12.21,Closed,Austin,31.10.24,,,Robin Barnett
938,Public Corruption,Dennis,Public Corruption Case - Dennis,18.11.23,Closed,Dallas,12.1.24,8.8.24,,Matthew Marks
939,Intellectual Property Violations,Antonio,Intellectual Property Violations Case - Antonio,27.7.22,Closed,Austin,16.4.24,,,Kristin Reese
940,Terrorism,Brianna,Terrorism Case - Brianna,25.3.23,Closed,New York,23.9.23,,,Dr. Angel Jensen
941,Immigration Law Cases,Mario,Immigration Law Cases Case - Mario,18.5.23,Closed,Boston,12.9.23,27.4.24,5.7.24,Veronica Noble
942,Counterintelligence,Tony,Counterintelligence Case - Tony,30.1.23,Closed,Los Angeles,3.3.24,,,Debra Carter
943,Organized Crime,Evan,Organized Crime Case - Evan,7.2.23,Closed,Philadelphia,18.5.24,,,Bridget Gonzalez
944,Violent Crimes,Jessica,Violent Crimes Case - Jessica,23.8.22,Closed,San Diego,3.9.23,29.5.24,,Dale Johnson
945,Securities Fraud,Joshua,Securities Fraud Case - Joshua,21.5.23,Closed,Phoenix,29.7.23,,,Jordan Gray
946,Environmental Law Violations,Glenn,Environmental Law Violations Case - Glenn,20.5.23,Closed,San Francisco,5.12.23,27.2.24,23.5.24,Russell Perez
947,White-Collar Crime,Anthony,White-Collar Crime Case - Anthony,3.6.23,Closed,San Antonio,21.9.24,4.7.25,,Brian Flores
948,Organized Crime,Robert,Organized Crime Case - Robert,9.1.22,Closed,New York,21.10.23,30.8.24,19.11.24,Joyce Gill
949,Civil Rights,Kevin,Civil Rights Case - Kevin,22.2.22,Closed,Indianapolis,30.11.22,13.3.23,,Ralph Gentry
950,Civil Rights,Alyssa,Civil Rights Case - Alyssa,22.4.22,Closed,Dallas,20.4.23,,,Tonya Green
951,Civil Rights,Traci,Civil Rights Case - Traci,12.6.22,Closed,New York,30.1.23,14.3.23,20.5.23,Deborah Rubio
952,Employment Law Disputes,Amy,Employment Law Disputes Case - Amy,22.2.22,Closed,Washington,18.9.22,8.6.23,,David Harris
953,Cyber Crime,Charlene,Cyber Crime Case - Charlene,5.4.23,Closed,Chicago,18.11.24,,,Nancy Hill
954,Intellectual Property Violations,Jason,Intellectual Property Violations Case - Jason,28.12.21,Closed,Las Vegas,31.10.23,8.6.24,,Joseph Williams
955,Violent Crimes,Sara,Violent Crimes Case - Sara,30.4.23,Closed,Oklahoma City,8.9.23,7.8.24,8.11.24,Erica Wu
956,White-Collar Crime,William,White-Collar Crime Case - William,8.12.22,Closed,Louisville,27.4.24,29.5.24,,Jessica Martinez
957,Terrorism,Nicolas,Terrorism Case - Nicolas,25.1.23,Closed,Boston,23.1.24,26.1.24,14.5.24,Dalton Gillespie
958,Violent Crimes,Lindsay,Violent Crimes Case - Lindsay,15.10.23,Closed,Boston,16.3.24,2.5.24,5.5.24,Lindsay Perez
959,Violent Crimes,Jennifer,Violent Crimes Case - Jennifer,14.5.23,Closed,Memphis,2.7.24,20.12.24,,Todd Adams
960,Intellectual Property Violations,Derek,Intellectual Property Violations Case - Derek,15.9.23,Closed,Philadelphia,18.5.24,3.9.24,,Charles Brooks
961,Organized Crime,Diana,Organized Crime Case - Diana,5.2.23,Closed,Indianapolis,30.7.23,,,Kelly Lawson
962,Organized Crime,Jonathan,Organized Crime Case - Jonathan,14.3.22,Closed,Jacksonville,10.7.24,21.5.25,27.6.25,John Conley
963,Violent Crimes,James,Violent Crimes Case - James,29.5.23,Closed,Baltimore,30.1.24,11.6.24,,Alexander Hayden
964,Intellectual Property Violations,Scott,Intellectual Property Violations Case - Scott,8.11.23,Closed,Oklahoma City,26.9.24,,,Jason Vega
965,Cyber Crime,Brandon,Cyber Crime Case - Brandon,25.3.22,Closed,Louisville,8.6.22,,,Andrew Singh
966,Intellectual Property Violations,Jessica,Intellectual Property Violations Case - Jessica,18.2.23,Closed,Washington,14.9.24,4.2.25,,Mrs. Mckenzie Lucero
967,Organized Crime,Julie,Organized Crime Case - Julie,20.12.22,Closed,Oklahoma City,19.9.23,2.8.24,27.1.25,George Lester
968,Terrorism,Erin,Terrorism Case - Erin,9.3.23,Closed,Portland,19.2.24,,,Andrew Dawson
969,Organized Crime,William,Organized Crime Case - William,25.11.21,Closed,Milwaukee,19.9.24,6.5.25,20.7.25,Kelly Lawson
970,Civil Rights,Bonnie,Civil Rights Case - Bonnie,28.8.23,Closed,San Francisco,24.5.24,,,Charles Horne
971,Major Thefts,Ashley,Major Thefts Case - Ashley,6.4.23,Closed,Phoenix,23.9.23,21.2.24,17.6.24,Mr. Jason Gross
972,Securities Fraud,Alison,Securities Fraud Case - Alison,18.11.22,Closed,Phoenix,3.9.24,3.1.25,,Brianna Barr
973,White-Collar Crime,Raymond,White-Collar Crime Case - Raymond,4.9.22,Closed,Portland,21.10.24,,,Lynn Walls
974,Major Thefts,Emily,Major Thefts Case - Emily,3.8.23,Closed,Phoenix,24.4.24,,,John Smith
975,Drug Trafficking,Nicole,Drug Trafficking Case - Nicole,24.3.22,Closed,Denver,5.10.22,,,Joel Robertson Jr.
976,White-Collar Crime,Daniel,White-Collar Crime Case - Daniel,15.2.23,Closed,Oklahoma City,6.9.23,,,Jason Peterson
977,Securities Fraud,Erika,Securities Fraud Case - Erika,27.9.22,Closed,Boston,22.11.22,18.6.23,,Joshua Willis
978,Drug Trafficking,John,Drug Trafficking Case - John,10.4.23,Closed,Fort Worth,29.8.24,6.6.25,16.11.25,Todd Cole
979,Counterintelligence,Manuel,Counterintelligence Case - Manuel,4.3.22,Closed,San Diego,24.8.22,,,Jacqueline Freeman
980,Civil Rights,Lisa,Civil Rights Case - Lisa,25.1.23,Closed,Los Angeles,11.8.24,,,Mackenzie West
981,Cyber Crime,Mary,Cyber Crime Case - Mary,15.3.22,Closed,San Francisco,18.8.22,23.12.22,,Anthony Vaughn
982,Violent Crimes,Julie,Violent Crimes Case - Julie,26.12.21,Closed,Seattle,7.11.23,24.9.24,,Courtney Kidd
983,Organized Crime,Laura,Organized Crime Case - Laura,20.3.22,Closed,Austin,20.9.22,9.8.23,23.8.23,Elizabeth Livingston
984,Violent Crimes,Andrea,Violent Crimes Case - Andrea,9.8.22,Closed,Phoenix,29.12.22,27.11.23,7.3.24,Anthony Carey
985,Major Thefts,Kendra,Major Thefts Case - Kendra,9.2.22,Closed,Philadelphia,15.7.22,,,Julie Rodriguez
986,Major Thefts,Paul,Major Thefts Case - Paul,2.8.23,Closed,Milwaukee,11.10.23,26.10.23,3.3.24,Deborah Anderson
987,Violent Crimes,Amy,Violent Crimes Case - Amy,31.3.22,Closed,Seattle,21.8.24,,,Jennifer Lynn
988,Securities Fraud,Ariana,Securities Fraud Case - Ariana,6.10.22,Closed,Boston,12.10.24,30.4.25,1.5.25,Michael Montgomery
989,White-Collar Crime,Tamara,White-Collar Crime Case - Tamara,24.5.22,Closed,Baltimore,18.11.22,16.2.23,19.6.23,Debra Carter
990,Civil Rights,Mary,Civil Rights Case - Mary,26.5.22,Closed,Memphis,3.8.22,13.9.22,1.1.23,Steven Hernandez
991,Civil Rights,Laura,Civil Rights Case - Laura,26.11.22,Closed,Chicago,15.8.24,,,Dominic Santiago
992,Cyber Crime,Jaime,Cyber Crime Case - Jaime,18.1.23,Closed,Denver,3.4.24,,,Nathan Levine
993,Intellectual Property Violations,Brian,Intellectual Property Violations Case - Brian,4.1.22,Closed,San Jose,17.5.24,7.7.24,25.12.24,William Powell
994,Environmental Law Violations,Ana,Environmental Law Violations Case - Ana,21.6.23,Closed,Nashville,11.12.23,5.7.24,,Dylan Serrano
995,Environmental Law Violations,Jacob,Environmental Law Violations Case - Jacob,16.11.23,Closed,Fort Worth,7.2.24,,,Ralph Gentry
996,Cyber Crime,Jacob,Cyber Crime Case - Jacob,6.9.22,Closed,Chicago,3.9.24,,,Lisa Ward
997,Organized Crime,Denise,Organized Crime Case - Denise,16.8.22,Closed,Louisville,27.4.24,12.5.24,15.9.24,Andrew Murray
998,Cyber Crime,Andrew,Cyber Crime Case - Andrew,1.2.23,Closed,Portland,9.10.24,20.12.24,15.3.25,Andrew Morris
999,Major Thefts,Bianca,Major Thefts Case - Bianca,19.11.23,Closed,Memphis,31.3.24,23.1.25,7.3.25,Lisa James
1000,Major Thefts,Christopher,Major Thefts Case - Christopher,22.1.23,Closed,Nashville,17.5.24,14.12.24,20.1.25,Jill English
1001,Environmental Law Violations,Carlos,Environmental Law Violations Case - Carlos,8.1.22,Closed,Austin,27.2.22,31.3.22,28.4.22,James Nixon
1002,Immigration Law Cases,Frederick,Immigration Law Cases Case - Frederick,7.12.22,Closed,Los Angeles,2.8.23,2.1.24,19.1.24,Steven Hernandez DDS
1003,Public Corruption,Robert,Public Corruption Case - Robert,2.10.23,Closed,Baltimore,17.11.24,27.5.25,26.8.25,Joseph Nichols
1004,Immigration Law Cases,Brian,Immigration Law Cases Case - Brian,11.3.23,Closed,Boston,11.5.23,13.12.23,27.5.24,Andrew Jones
1005,Terrorism,Richard,Terrorism Case - Richard,8.1.23,Closed,Milwaukee,28.10.24,28.1.25,,Kelsey Frey
1006,Environmental Law Violations,Melissa,Environmental Law Violations Case - Melissa,29.3.22,Closed,Phoenix,6.6.22,4.2.23,11.6.23,Mr. John Potter
1007,Cyber Crime,Cindy,Cyber Crime Case - Cindy,17.2.23,Closed,San Diego,12.4.23,8.2.24,14.6.24,Gary Brown
1008,Terrorism,Brian,Terrorism Case - Brian,5.2.22,Closed,New York,2.7.24,26.8.24,,Amy Crawford
1009,Immigration Law Cases,Lauren,Immigration Law Cases Case - Lauren,15.12.22,Closed,San Antonio,29.3.24,10.11.24,21.11.24,Nancy Castro
1010,White-Collar Crime,Elizabeth,White-Collar Crime Case - Elizabeth,4.10.22,Closed,Columbus,2.1.24,21.6.24,24.9.24,Mario Barton
1011,Environmental Law Violations,Denise,Environmental Law Violations Case - Denise,29.8.22,Closed,Houston,9.10.22,,,Joyce Gill
1012,Securities Fraud,Joshua,Securities Fraud Case - Joshua,1.2.22,Closed,New York,11.1.23,23.8.23,21.9.23,Jamie Singleton
1013,Intellectual Property Violations,Jacqueline,Intellectual Property Violations Case - Jacqueline,5.2.23,Closed,Baltimore,25.5.23,22.7.23,16.12.23,Daniel Porter
1014,Civil Rights,Dominique,Civil Rights Case - Dominique,11.7.22,Closed,Chicago,24.4.24,13.10.24,27.10.24,Donald Maxwell
1015,Immigration Law Cases,John,Immigration Law Cases Case - John,10.3.23,Closed,San Francisco,8.10.24,11.4.25,7.5.25,Jeffery Hamilton
1016,White-Collar Crime,Norma,White-Collar Crime Case - Norma,1.7.23,Closed,Chicago,15.11.23,,,Antonio Taylor
1017,Violent Crimes,Gregory,Violent Crimes Case - Gregory,15.7.22,Closed,Boston,3.11.22,21.1.23,24.5.23,Jordan Gray
1018,Employment Law Disputes,Justin,Employment Law Disputes Case - Justin,19.12.22,Closed,Portland,8.5.24,9.9.24,,William Powell
1019,Organized Crime,Brenda,Organized Crime Case - Brenda,6.5.23,Closed,Boston,22.10.24,,,Dustin Nichols
1020,Civil Rights,Misty,Civil Rights Case - Misty,30.1.22,Closed,Detroit,20.4.24,3.9.24,,Joshua Banks
1021,Major Thefts,Sabrina,Major Thefts Case - Sabrina,28.7.22,Closed,Chicago,4.10.23,27.9.24,,Debra White
1022,Drug Trafficking,Nathaniel,Drug Trafficking Case - Nathaniel,16.1.22,Closed,Austin,24.12.22,26.7.23,1.8.23,Jennifer Mcgrath
1023,Terrorism,Wendy,Terrorism Case - Wendy,25.3.23,Closed,Baltimore,29.8.23,11.1.24,10.5.24,Thomas Davis
1024,Civil Rights,Reginald,Civil Rights Case - Reginald,4.12.22,Closed,Nashville,8.10.23,,,Jason Torres
1025,Cyber Crime,Robert,Cyber Crime Case - Robert,6.2.22,Closed,Nashville,15.11.24,,,Charles Brooks
1026,Public Corruption,Lisa,Public Corruption Case - Lisa,31.8.23,Closed,Los Angeles,17.1.24,,,Sheila Mora
1027,Counterintelligence,John,Counterintelligence Case - John,24.5.22,Closed,Houston,24.4.24,9.8.24,1.1.25,Jacqueline Freeman
1028,Immigration Law Cases,Christopher,Immigration Law Cases Case - Christopher,26.11.21,Closed,Phoenix,28.12.21,,,Stephen King
1029,Civil Rights,Cody,Civil Rights Case - Cody,24.3.22,Closed,San Francisco,11.3.24,2.3.25,5.4.25,Angel Buchanan
1030,White-Collar Crime,Raymond,White-Collar Crime Case - Raymond,24.6.22,Closed,Philadelphia,13.10.23,12.3.24,,Robin Barnett
1031,Civil Rights,Andrea,Civil Rights Case - Andrea,13.10.23,Closed,Jacksonville,27.6.24,7.2.25,29.4.25,Katie Myers
1032,Employment Law Disputes,Gavin,Employment Law Disputes Case - Gavin,29.12.21,Closed,Portland,11.11.23,12.6.24,12.10.24,Kim Miller
1033,Terrorism,Heather,Terrorism Case - Heather,19.8.23,Closed,Dallas,10.7.24,,,Craig Edwards
1034,Major Thefts,Kyle,Major Thefts Case - Kyle,21.2.22,Closed,San Diego,9.4.22,23.11.22,4.3.23,Daniel Porter
1035,Civil Rights,Daniel,Civil Rights Case - Daniel,28.10.23,Closed,San Francisco,13.5.24,3.1.25,19.5.25,Alexander Hayden
1036,Counterintelligence,Leon,Counterintelligence Case - Leon,1.3.23,Closed,Baltimore,3.5.23,21.8.23,28.8.23,Robin Barnett
1037,Major Thefts,Ashley,Major Thefts Case - Ashley,29.9.23,Closed,Columbus,27.1.24,,,Dawn Barron
1038,Intellectual Property Violations,Tony,Intellectual Property Violations Case - Tony,12.10.23,Closed,Las Vegas,5.3.24,,,Kristen Hughes
1039,Major Thefts,Jennifer,Major Thefts Case - Jennifer,8.10.23,Closed,Las Vegas,23.9.24,5.5.25,,Bridget Gonzalez
1040,Public Corruption,Christopher,Public Corruption Case - Christopher,20.6.22,Closed,Houston,7.2.23,14.8.23,4.10.23,Joshua Banks
1041,Environmental Law Violations,Leah,Environmental Law Violations Case - Leah,13.7.22,Closed,Jacksonville,8.11.23,,,Shawn Hall
1042,Major Thefts,Lori,Major Thefts Case - Lori,4.10.23,Closed,Nashville,11.2.24,1.9.24,16.10.24,Joyce Gill
1043,Environmental Law Violations,Joshua,Environmental Law Violations Case - Joshua,14.11.22,Closed,Oklahoma City,5.12.22,,,Brian Flores
1044,Drug Trafficking,Steven,Drug Trafficking Case - Steven,5.5.23,Closed,San Jose,22.11.24,2.11.25,3.2.26,Amy Crawford
1045,Organized Crime,Latoya,Organized Crime Case - Latoya,12.8.23,Closed,Jacksonville,22.4.24,14.1.25,,Austin Cabrera
1046,Drug Trafficking,Ryan,Drug Trafficking Case - Ryan,30.11.22,Closed,Portland,21.8.23,19.12.23,9.1.24,Dawn Barron
1047,Counterintelligence,Steven,Counterintelligence Case - Steven,8.4.22,Closed,Houston,11.11.24,,,Charles Brooks
1048,Employment Law Disputes,Elizabeth,Employment Law Disputes Case - Elizabeth,26.8.22,Closed,San Antonio,2.7.24,6.6.25,,Deborah Anderson
1049,White-Collar Crime,William,White-Collar Crime Case - William,9.10.22,Closed,Seattle,15.4.24,18.1.25,26.5.25,Michael Velasquez
1050,Securities Fraud,Kevin,Securities Fraud Case - Kevin,26.12.22,Closed,Phoenix,8.7.23,,,Samantha Collins
1051,Cyber Crime,Lisa,Cyber Crime Case - Lisa,2.9.22,Closed,New York,22.11.22,26.6.23,22.7.23,William Powell
1052,Violent Crimes,Alexander,Violent Crimes Case - Alexander,18.1.23,Closed,Boston,30.11.23,27.12.23,3.6.24,Robin Butler
1053,Environmental Law Violations,Cheryl,Environmental Law Violations Case - Cheryl,26.6.22,Closed,San Francisco,12.9.24,24.10.24,,Dr. Angel Jensen
1054,Cyber Crime,Kelsey,Cyber Crime Case - Kelsey,14.2.22,Closed,Memphis,1.3.24,10.4.24,9.5.24,Anthony Carey
1055,Civil Rights,Amy,Civil Rights Case - Amy,1.4.22,Closed,Milwaukee,10.6.23,18.7.23,22.10.23,Nicole Wilson
1056,Employment Law Disputes,Abigail,Employment Law Disputes Case - Abigail,20.5.22,Closed,Dallas,5.8.22,11.2.23,13.7.23,Nicole Wilson
1057,Organized Crime,Crystal,Organized Crime Case - Crystal,19.2.23,Closed,San Diego,7.8.24,,,Tracy Kim
1058,Terrorism,Natalie,Terrorism Case - Natalie,23.11.22,Closed,Detroit,7.5.24,,,Katie Becker
1059,Major Thefts,Elizabeth,Major Thefts Case - Elizabeth,28.8.23,Closed,Columbus,30.9.23,,,Morgan Gonzalez DVM
1060,Securities Fraud,Stephen,Securities Fraud Case - Stephen,18.5.22,Closed,Seattle,10.7.22,,,Melissa Middleton
1061,Organized Crime,Brandon,Organized Crime Case - Brandon,11.3.23,Closed,Portland,10.8.23,20.6.24,24.8.24,Robin Barnett
1062,Violent Crimes,Edward,Violent Crimes Case - Edward,10.10.22,Closed,Baltimore,13.7.23,3.10.23,,Mario Barton
1063,Intellectual Property Violations,Christian,Intellectual Property Violations Case - Christian,30.6.23,Closed,Phoenix,16.1.24,9.10.24,11.1.25,Dr. Angel Jensen
1064,Organized Crime,Beth,Organized Crime Case - Beth,3.4.22,Closed,Las Vegas,12.5.23,13.1.24,3.5.24,David Stanley
1065,Violent Crimes,James,Violent Crimes Case - James,30.10.22,Closed,Louisville,9.5.23,11.11.23,13.4.24,Joanna Frazier
1066,White-Collar Crime,Eric,White-Collar Crime Case - Eric,19.10.22,Closed,Houston,6.6.23,,,Jason Salazar
1067,Public Corruption,Charles,Public Corruption Case - Charles,24.11.22,Closed,Charlotte,14.7.24,,,Ricky Keller
1068,Organized Crime,Maureen,Organized Crime Case - Maureen,27.7.22,Closed,San Antonio,3.9.22,22.2.23,,Dustin Nichols
1069,Counterintelligence,Thomas,Counterintelligence Case - Thomas,5.11.23,Closed,Chicago,18.7.24,19.7.24,10.10.24,Sarah Wyatt
1070,Environmental Law Violations,Nathan,Environmental Law Violations Case - Nathan,25.8.22,Closed,Indianapolis,19.11.23,,,Steven Green
1071,Major Thefts,Warren,Major Thefts Case - Warren,19.6.23,Closed,New York,19.9.23,,,Joyce Gill
1072,Immigration Law Cases,Katelyn,Immigration Law Cases Case - Katelyn,9.7.23,Closed,Las Vegas,29.4.24,12.4.25,,Dominic Santiago
1073,Terrorism,Cheryl,Terrorism Case - Cheryl,16.5.23,Closed,Las Vegas,30.7.23,20.4.24,6.5.24,Robert Shepard
1074,Securities Fraud,Brandon,Securities Fraud Case - Brandon,13.2.23,Closed,Las Vegas,14.9.24,,,Richard Lewis
1075,Immigration Law Cases,Aaron,Immigration Law Cases Case - Aaron,22.6.23,Closed,Phoenix,29.3.24,19.5.24,,Steven Hernandez DDS
1076,Environmental Law Violations,Lauren,Environmental Law Violations Case - Lauren,3.8.23,Closed,Indianapolis,19.1.24,4.10.24,,Terri Allen
1077,Counterintelligence,Nicholas,Counterintelligence Case - Nicholas,19.5.23,Closed,Washington,2.10.24,22.9.25,23.1.26,Michael Golden
1078,Counterintelligence,Robert,Counterintelligence Case - Robert,24.2.23,Closed,Milwaukee,17.11.24,30.11.24,18.4.25,Anthony Walker
1079,Organized Crime,Cynthia,Organized Crime Case - Cynthia,13.1.22,Closed,Las Vegas,27.6.23,20.4.24,15.8.24,Matthew Marks
1080,Environmental Law Violations,Amanda,Environmental Law Violations Case - Amanda,4.4.23,Closed,Memphis,18.6.23,2.12.23,,Shirley Martin
1081,Employment Law Disputes,Andrew,Employment Law Disputes Case - Andrew,23.2.23,Closed,Baltimore,23.8.23,20.6.24,1.10.24,Sheila Mora
1082,Major Thefts,Steven,Major Thefts Case - Steven,24.12.21,Closed,Columbus,10.7.24,,,Austin Cabrera
1083,Violent Crimes,Deborah,Violent Crimes Case - Deborah,15.1.23,Closed,San Antonio,1.11.23,24.11.23,9.12.23,Donald Oliver
1084,Counterintelligence,Christopher,Counterintelligence Case - Christopher,12.5.23,Closed,Fort Worth,30.12.23,,,Brian Flores
1085,Cyber Crime,William,Cyber Crime Case - William,9.3.22,Closed,Austin,6.9.23,,,Susan Rose
1086,Drug Trafficking,Nicole,Drug Trafficking Case - Nicole,18.11.22,Closed,Fort Worth,17.12.22,,,Katie Becker
1087,Terrorism,Craig,Terrorism Case - Craig,21.1.22,Closed,San Francisco,14.6.22,12.8.22,10.1.23,Ralph Taylor
1088,Organized Crime,Alyssa,Organized Crime Case - Alyssa,24.9.22,Closed,Philadelphia,16.12.23,18.11.24,22.11.24,Lisa Brown
1089,Organized Crime,Brian,Organized Crime Case - Brian,9.4.23,Closed,Philadelphia,27.9.23,,,Chad Rich
1090,Intellectual Property Violations,Anthony,Intellectual Property Violations Case - Anthony,18.10.23,Closed,New York,28.7.24,,,Jeremy Smith
1091,Major Thefts,Jesse,Major Thefts Case - Jesse,7.9.22,Closed,Washington,22.9.24,23.8.25,19.2.26,Michael Leonard
1092,Civil Rights,Alexandra,Civil Rights Case - Alexandra,7.8.23,Closed,Jacksonville,7.8.24,28.1.25,,Joyce Gill
1093,Environmental Law Violations,Jordan,Environmental Law Violations Case - Jordan,21.10.23,Closed,Detroit,11.11.23,,,Robin Butler
1094,Drug Trafficking,Arthur,Drug Trafficking Case - Arthur,29.9.23,Closed,Las Vegas,31.8.24,19.11.24,12.1.25,Erin Donaldson
1095,Employment Law Disputes,Danielle,Employment Law Disputes Case - Danielle,7.12.21,Closed,Denver,7.4.24,28.11.24,9.2.25,Dale Johnson
1096,Intellectual Property Violations,Robert,Intellectual Property Violations Case - Robert,2.5.23,Closed,Austin,4.10.23,11.1.24,6.7.24,Misty Young
1097,Public Corruption,Gary,Public Corruption Case - Gary,13.4.23,Closed,Chicago,14.5.24,24.5.24,30.8.24,Dana West
1098,Cyber Crime,Samantha,Cyber Crime Case - Samantha,8.4.22,Closed,Chicago,26.1.23,,,Jason Peterson
1099,Public Corruption,Joseph,Public Corruption Case - Joseph,6.11.23,Closed,Denver,7.3.24,23.2.25,30.4.25,Ralph Taylor
1100,Intellectual Property Violations,Kyle,Intellectual Property Violations Case - Kyle,18.11.23,Closed,Indianapolis,14.9.24,15.8.25,14.12.25,Levi Hancock
1101,Securities Fraud,Jessica,Securities Fraud Case - Jessica,15.12.21,Closed,San Antonio,3.11.23,2.8.24,,Joshua Banks
1102,Violent Crimes,Michael,Violent Crimes Case - Michael,21.3.23,Closed,Detroit,1.8.23,19.10.23,,Andrew Morris
1103,Violent Crimes,Mark,Violent Crimes Case - Mark,13.8.22,Closed,San Jose,12.10.22,23.1.23,22.3.23,Thomas Davis
1104,Violent Crimes,Joann,Violent Crimes Case - Joann,16.10.22,Closed,Chicago,19.3.23,14.12.23,6.5.24,Scott Warren
1105,Major Thefts,Sean,Major Thefts Case - Sean,11.5.22,Closed,Los Angeles,8.4.23,6.6.23,12.9.23,Bruce Crawford
1106,Counterintelligence,Crystal,Counterintelligence Case - Crystal,9.5.23,Closed,Los Angeles,11.9.23,,,Erica Wu
1107,Environmental Law Violations,William,Environmental Law Violations Case - William,24.5.22,Closed,Nashville,10.7.24,,,Julie Rodriguez
1108,Drug Trafficking,Ashley,Drug Trafficking Case - Ashley,29.5.22,Closed,Los Angeles,6.5.23,,,Joshua Willis
1109,Cyber Crime,Carolyn,Cyber Crime Case - Carolyn,10.8.22,Closed,Los Angeles,21.3.24,26.11.24,5.4.25,Joseph Nichols
1110,Civil Rights,Lauren,Civil Rights Case - Lauren,10.1.22,Closed,Boston,5.8.24,15.3.25,31.7.25,Michael Wong
1111,Environmental Law Violations,Jaime,Environmental Law Violations Case - Jaime,7.12.22,Closed,Dallas,14.2.24,20.9.24,27.12.24,Kelsey Frey
1112,Terrorism,Benjamin,Terrorism Case - Benjamin,14.3.23,Closed,Oklahoma City,4.6.23,,,Steven Green
1113,Counterintelligence,Alexander,Counterintelligence Case - Alexander,28.3.23,Closed,San Diego,10.11.23,4.10.24,,Charles Cain
1114,Counterintelligence,Michael,Counterintelligence Case - Michael,1.1.23,Closed,Detroit,2.11.23,3.2.24,,Andrew Dawson
1115,White-Collar Crime,James,White-Collar Crime Case - James,24.9.22,Closed,San Francisco,11.11.24,17.9.25,24.1.26,Dawn Barron
1116,Drug Trafficking,Alexander,Drug Trafficking Case - Alexander,18.7.23,Closed,Dallas,30.1.24,18.4.24,22.6.24,Ronald Berry
1117,Public Corruption,Jamie,Public Corruption Case - Jamie,4.7.23,Closed,Phoenix,9.1.24,,,Antonio Taylor
1118,Organized Crime,Laura,Organized Crime Case - Laura,26.8.23,Closed,Denver,8.1.24,21.6.24,12.10.24,Todd Cole
1119,Organized Crime,Ronald,Organized Crime Case - Ronald,18.6.22,Closed,Las Vegas,22.6.24,,,Amy Crawford
1120,Major Thefts,Jordan,Major Thefts Case - Jordan,18.4.23,Closed,San Francisco,14.9.24,6.1.25,21.5.25,Stephanie Newman
1121,Civil Rights,Meghan,Civil Rights Case - Meghan,26.5.22,Closed,Seattle,20.9.23,,,Amanda Roberts
1122,Securities Fraud,Michael,Securities Fraud Case - Michael,13.8.23,Closed,New York,17.9.23,16.1.24,8.2.24,Diana Mullen
1123,Organized Crime,Jennifer,Organized Crime Case - Jennifer,16.10.23,Closed,Charlotte,2.6.24,,,Danielle Hubbard
1124,Violent Crimes,Matthew,Violent Crimes Case - Matthew,6.10.22,Closed,New York,24.5.23,15.1.24,,Stephanie Newman
1125,Major Thefts,Steve,Major Thefts Case - Steve,30.8.22,Closed,Memphis,25.4.23,22.5.23,16.10.23,Kelly Lawson
1126,Cyber Crime,Christine,Cyber Crime Case - Christine,30.4.22,Closed,Boston,7.4.23,2.3.24,20.6.24,Lauren Lynch
1127,Environmental Law Violations,Isabella,Environmental Law Violations Case - Isabella,2.10.22,Closed,Indianapolis,18.1.24,21.10.24,19.4.25,Russell Perez
1128,Violent Crimes,Ian,Violent Crimes Case - Ian,28.11.21,Closed,Jacksonville,4.12.21,29.10.22,,Jeremy Smith
1129,Terrorism,Steven,Terrorism Case - Steven,2.10.22,Closed,Chicago,25.9.23,20.6.24,12.7.24,Jason Vega
