Case ID,Case Type,Parties Involved,Case Title,Filing Date,Case Status,Case Location,Hearing 1 date,Hearing 2 date,Hearing 3 date,Assigned Judge
1695,Immigration Law Cases,Elizabeth,Immigration Law Cases Case - Elizabeth,26.12.21,Pending,Phoenix,19.8.23,,,Dr. Denise Flores
1696,Terrorism,Jeremy,Terrorism Case - Jeremy,11.6.22,Pending,Denver,10.4.23,4.1.24,,Anthony Smith
1697,White-Collar Crime,Bryan,White-Collar Crime Case - Bryan,20.12.22,Pending,Detroit,29.12.22,21.6.23,27.10.23,Benjamin Hughes
1698,Civil Rights,Dennis,Civil Rights Case - Dennis,3.9.23,Pending,Los Angeles,5.8.24,,,Paul Hoover
1699,Cyber Crime,Taylor,Cyber Crime Case - Taylor,15.3.22,Pending,San Diego,24.2.23,,,Karla Moore
1700,Public Corruption,Shannon,Public Corruption Case - Shannon,14.8.22,Pending,Memphis,20.11.23,,,Tammie Ortega
1701,White-Collar Crime,Michelle,White-Collar Crime Case - Michelle,29.4.22,Pending,Las Vegas,15.9.22,8.12.22,26.3.23,Elizabeth Peterson
1702,Intellectual Property Violations,Taylor,Intellectual Property Violations Case - Taylor,23.11.22,Pending,Detroit,20.1.23,5.1.24,26.4.24,David Weaver
1703,White-Collar Crime,Aaron,White-Collar Crime Case - Aaron,9.8.23,Pending,Oklahoma City,25.8.23,29.5.24,,Shannon Swanson
1704,Securities Fraud,Holly,Securities Fraud Case - Holly,3.10.23,Pending,Philadelphia,1.2.24,,,Patricia Arias
1705,Employment Law Disputes,Richard,Employment Law Disputes Case - Richard,9.12.21,Pending,Memphis,9.5.22,9.8.22,,Amanda Oconnor
1706,Securities Fraud,Theresa,Securities Fraud Case - Theresa,24.1.23,Pending,Denver,8.2.24,5.11.24,,David Hill
1707,Drug Trafficking,Daniel,Drug Trafficking Case - Daniel,31.3.22,Pending,Memphis,9.2.24,5.10.24,20.2.25,Justin Rogers
1708,Securities Fraud,Melanie,Securities Fraud Case - Melanie,29.12.22,Pending,Baltimore,16.11.23,29.10.24,,Greg Dixon
1709,Violent Crimes,Jared,Violent Crimes Case - Jared,18.3.22,Pending,Boston,5.5.23,12.8.23,13.8.23,Katherine Phillips
1710,White-Collar Crime,Daniel,White-Collar Crime Case - Daniel,22.2.22,Pending,Jacksonville,5.12.23,,,Daniel Shah
1711,Employment Law Disputes,Rodney,Employment Law Disputes Case - Rodney,1.7.22,Pending,San Diego,25.3.24,17.6.24,6.12.24,Courtney Williams
1712,Environmental Law Violations,Carla,Environmental Law Violations Case - Carla,27.12.22,Pending,Boston,22.4.23,5.6.23,,Alexander Allen
1713,Violent Crimes,Tamara,Violent Crimes Case - Tamara,15.5.23,Pending,Portland,19.6.23,,,Derrick Mcneil
1714,Intellectual Property Violations,Jill,Intellectual Property Violations Case - Jill,22.9.22,Pending,Houston,10.7.23,14.12.23,,Ellen Brown
1715,White-Collar Crime,Evelyn,White-Collar Crime Case - Evelyn,20.3.22,Pending,Denver,30.5.24,4.10.24,23.11.24,William Lopez
1716,Terrorism,Richard,Terrorism Case - Richard,20.8.22,Pending,Dallas,27.6.23,,,Michelle Nelson
1717,Terrorism,Crystal,Terrorism Case - Crystal,23.4.22,Pending,San Diego,23.7.24,19.4.25,30.7.25,Tammie Ortega
1718,Public Corruption,Michael,Public Corruption Case - Michael,15.8.23,Pending,Seattle,10.3.24,27.5.24,28.7.24,Karen Lamb
1719,White-Collar Crime,Shelby,White-Collar Crime Case - Shelby,28.7.23,Pending,San Jose,19.6.24,,,William Lopez
1720,White-Collar Crime,Rebecca,White-Collar Crime Case - Rebecca,12.3.22,Pending,Milwaukee,26.11.23,27.3.24,27.4.24,Carla Smith
1721,Organized Crime,Jill,Organized Crime Case - Jill,28.1.22,Pending,Detroit,5.10.24,20.3.25,27.7.25,George Landry
1722,Employment Law Disputes,Jason,Employment Law Disputes Case - Jason,20.1.22,Pending,Philadelphia,8.6.22,3.1.23,31.3.23,Henry Williams
1723,Intellectual Property Violations,Richard,Intellectual Property Violations Case - Richard,2.3.23,Pending,Indianapolis,15.6.23,2.1.24,,Penny Jones
1724,Violent Crimes,Nicole,Violent Crimes Case - Nicole,14.4.23,Pending,Nashville,16.5.24,4.8.24,1.12.24,Lisa Bray
1725,Cyber Crime,David,Cyber Crime Case - David,1.5.22,Pending,Las Vegas,30.11.22,24.7.23,5.9.23,David Henson
1726,Public Corruption,Steven,Public Corruption Case - Steven,16.10.23,Pending,San Jose,24.10.23,25.8.24,27.8.24,Joshua Nichols
1727,Major Thefts,Ashley,Major Thefts Case - Ashley,18.1.22,Pending,New York,31.10.22,6.5.23,6.7.23,David Turner
1728,Drug Trafficking,Peter,Drug Trafficking Case - Peter,16.11.22,Pending,Indianapolis,9.11.23,,,Michael Brooks
1729,Cyber Crime,Jeffrey,Cyber Crime Case - Jeffrey,22.8.23,Pending,Portland,18.9.23,,,David Green
1730,Counterintelligence,Adam,Counterintelligence Case - Adam,29.7.23,Pending,Baltimore,20.11.23,2.10.24,25.10.24,Bailey Foster
1731,Intellectual Property Violations,Jacqueline,Intellectual Property Violations Case - Jacqueline,8.8.23,Pending,Milwaukee,14.10.24,12.12.24,8.4.25,Casey Hernandez
1732,Major Thefts,Jessica,Major Thefts Case - Jessica,21.11.22,Pending,Portland,23.2.24,,,Zachary Hines
1733,Intellectual Property Violations,Brian,Intellectual Property Violations Case - Brian,13.6.22,Pending,Memphis,15.2.24,17.5.24,2.11.24,Travis Mack
1734,Securities Fraud,Wendy,Securities Fraud Case - Wendy,3.4.23,Pending,Seattle,29.5.23,26.7.23,29.12.23,Frank Huerta
1735,Environmental Law Violations,Summer,Environmental Law Violations Case - Summer,14.1.23,Pending,Fort Worth,2.2.24,,,Mark Chambers
1736,Public Corruption,Joshua,Public Corruption Case - Joshua,8.6.22,Pending,Baltimore,12.6.22,,,Paula Powers
1737,Cyber Crime,Jonathon,Cyber Crime Case - Jonathon,10.5.22,Pending,San Antonio,12.6.24,28.8.24,1.12.24,Melissa Murillo
1738,Civil Rights,Dawn,Civil Rights Case - Dawn,9.7.23,Pending,Washington,21.9.23,10.11.23,4.3.24,Alicia Johnson
1739,Counterintelligence,Michelle,Counterintelligence Case - Michelle,27.1.23,Pending,Columbus,12.10.23,18.12.23,12.1.24,John Maxwell
1740,Organized Crime,Amber,Organized Crime Case - Amber,30.3.22,Pending,Fort Worth,16.7.22,11.7.23,,Darlene Guerrero
1741,Securities Fraud,John,Securities Fraud Case - John,28.10.22,Pending,Fort Worth,20.3.23,,,Christopher Johnston
1742,Major Thefts,Teresa,Major Thefts Case - Teresa,23.3.23,Pending,Los Angeles,5.4.23,19.12.23,,Katherine Hancock
1743,Cyber Crime,Pamela,Cyber Crime Case - Pamela,27.1.23,Pending,Las Vegas,22.11.24,11.1.25,26.5.25,George Burke
1744,Terrorism,Martha,Terrorism Case - Martha,7.3.22,Pending,Nashville,15.9.22,1.6.23,21.11.23,Troy Farley
1745,Terrorism,Mark,Terrorism Case - Mark,18.11.22,Pending,Phoenix,23.10.24,3.12.24,3.12.24,Carla Smith
1746,Employment Law Disputes,Christopher,Employment Law Disputes Case - Christopher,24.9.23,Pending,Milwaukee,7.10.23,30.5.24,9.6.24,Paula Powers
1747,Civil Rights,Kimberly,Civil Rights Case - Kimberly,22.8.23,Pending,Portland,7.10.23,22.3.24,3.4.24,Michele Jackson
1748,Public Corruption,Ethan,Public Corruption Case - Ethan,21.5.23,Pending,Las Vegas,24.6.24,,,Christopher Stevens
1749,Environmental Law Violations,Kimberly,Environmental Law Violations Case - Kimberly,6.3.23,Pending,Seattle,8.8.23,15.6.24,15.8.24,Cameron Fields
1750,Civil Rights,Allen,Civil Rights Case - Allen,17.6.23,Pending,Austin,12.5.24,,,Miss Holly Richardson DDS
1751,Organized Crime,Derek,Organized Crime Case - Derek,14.7.22,Pending,Milwaukee,8.8.22,31.5.23,27.8.23,Gregory Sanchez
1752,White-Collar Crime,Corey,White-Collar Crime Case - Corey,19.2.23,Pending,Jacksonville,10.5.23,28.8.23,,Philip Carpenter
1753,Immigration Law Cases,Andrea,Immigration Law Cases Case - Andrea,5.6.22,Pending,San Diego,8.5.24,31.1.25,18.4.25,George Burke
1754,White-Collar Crime,Jennifer,White-Collar Crime Case - Jennifer,25.11.22,Pending,Denver,2.2.23,18.5.23,13.10.23,Eric Murphy
1755,Cyber Crime,William,Cyber Crime Case - William,15.7.23,Pending,Dallas,20.9.23,,,Kayla Myers
1756,Violent Crimes,Victor,Violent Crimes Case - Victor,17.5.22,Pending,Seattle,17.10.23,,,Patricia Arias
1757,Organized Crime,Samuel,Organized Crime Case - Samuel,11.1.23,Pending,Los Angeles,21.5.23,16.12.23,21.5.24,Traci Donovan
1758,Violent Crimes,Gary,Violent Crimes Case - Gary,2.5.23,Pending,Boston,19.7.23,,,Lauren Collins
1759,Organized Crime,Beverly,Organized Crime Case - Beverly,29.1.23,Pending,San Antonio,30.1.24,21.11.24,5.12.24,Joshua Nichols
1760,Public Corruption,Herbert,Public Corruption Case - Herbert,12.6.23,Pending,Denver,28.10.24,19.10.25,13.3.26,David Ford
1761,Major Thefts,Caroline,Major Thefts Case - Caroline,8.10.23,Pending,Philadelphia,10.11.24,3.11.25,18.12.25,Nicholas White
1762,Violent Crimes,Samuel,Violent Crimes Case - Samuel,15.5.22,Pending,San Francisco,27.9.23,5.4.24,16.4.24,Mary Cannon
1763,Immigration Law Cases,Jessica,Immigration Law Cases Case - Jessica,22.12.22,Pending,Washington,15.11.24,9.5.25,24.8.25,Timothy Singh MD
1764,Terrorism,Vincent,Terrorism Case - Vincent,26.11.21,Pending,San Francisco,2.5.22,23.3.23,8.8.23,Eric Roberts
1765,Environmental Law Violations,Jennifer,Environmental Law Violations Case - Jennifer,16.11.23,Pending,San Diego,22.6.24,8.11.24,,Jeffrey Miles
1766,Securities Fraud,Christopher,Securities Fraud Case - Christopher,20.1.22,Pending,Columbus,22.6.24,,,Mark Miller
1767,Drug Trafficking,Rhonda,Drug Trafficking Case - Rhonda,19.10.22,Pending,Oklahoma City,29.6.23,,,Robin Watson
1768,Organized Crime,Rebecca,Organized Crime Case - Rebecca,9.8.23,Pending,Denver,25.8.23,,,Janet Daniels
1769,Violent Crimes,David,Violent Crimes Case - David,26.6.23,Pending,Las Vegas,6.8.23,,,Joy Cole
1770,Major Thefts,Peter,Major Thefts Case - Peter,3.10.22,Pending,Baltimore,22.6.24,,,Amy Bell
1771,Public Corruption,Mary,Public Corruption Case - Mary,29.12.22,Pending,Baltimore,1.1.23,17.12.23,,Erica Martin
1772,Employment Law Disputes,Darlene,Employment Law Disputes Case - Darlene,12.2.23,Pending,Washington,20.2.23,1.10.23,,Melanie Boyer
1773,Major Thefts,Ashley,Major Thefts Case - Ashley,20.9.22,Pending,Los Angeles,3.5.24,,,Lisa Bray
1774,Employment Law Disputes,Sara,Employment Law Disputes Case - Sara,28.8.22,Pending,Los Angeles,20.5.24,1.12.24,,Alice Bradley
1775,Counterintelligence,John,Counterintelligence Case - John,28.2.23,Pending,Charlotte,9.4.24,26.1.25,4.2.25,Amanda Payne
1776,Immigration Law Cases,Robert,Immigration Law Cases Case - Robert,6.2.22,Pending,Memphis,18.5.22,4.2.23,16.6.23,Kelsey Richardson
1777,Public Corruption,Joshua,Public Corruption Case - Joshua,3.5.23,Pending,San Antonio,5.10.24,21.7.25,18.9.25,Paul Hoover
1778,Intellectual Property Violations,Robert,Intellectual Property Violations Case - Robert,25.4.23,Pending,Phoenix,10.6.23,11.8.23,27.10.23,Frank Huerta
1779,Organized Crime,Kenneth,Organized Crime Case - Kenneth,14.6.22,Pending,Memphis,9.4.24,15.12.24,,William Lopez
1780,Violent Crimes,Gail,Violent Crimes Case - Gail,12.11.23,Pending,Boston,12.10.24,6.12.24,23.5.25,Kenneth Baker
1781,Terrorism,Rachel,Terrorism Case - Rachel,10.5.22,Pending,San Antonio,28.9.24,,,Benjamin Hughes
1782,Civil Rights,Amy,Civil Rights Case - Amy,13.12.21,Pending,Seattle,13.5.24,19.11.24,,Scott Ali
1783,Drug Trafficking,Adam,Drug Trafficking Case - Adam,13.3.23,Pending,Chicago,14.7.24,17.2.25,24.3.25,Carrie Miller
1784,White-Collar Crime,Jordan,White-Collar Crime Case - Jordan,31.5.22,Pending,Philadelphia,13.8.23,29.2.24,,Kerry Jordan
1785,Civil Rights,Rachel,Civil Rights Case - Rachel,26.6.22,Pending,Memphis,19.12.22,,,Melanie Boyer
1786,Drug Trafficking,Mark,Drug Trafficking Case - Mark,4.7.22,Pending,Oklahoma City,1.9.23,,,Malik Sherman
1787,Securities Fraud,Amanda,Securities Fraud Case - Amanda,24.7.23,Pending,Las Vegas,12.8.23,14.7.24,9.12.24,William Edwards
1788,Securities Fraud,Adam,Securities Fraud Case - Adam,1.6.22,Pending,Portland,17.11.24,25.9.25,29.10.25,Tiffany Diaz
1789,White-Collar Crime,Connor,White-Collar Crime Case - Connor,17.7.22,Pending,Washington,31.8.22,27.12.22,20.1.23,Eric Murphy
1790,Environmental Law Violations,Michelle,Environmental Law Violations Case - Michelle,27.1.22,Pending,Milwaukee,16.7.22,28.1.23,6.7.23,Michael Morales
1791,White-Collar Crime,Brian,White-Collar Crime Case - Brian,31.8.22,Pending,Denver,24.9.24,16.7.25,,Daniel Byrd
1792,White-Collar Crime,Jeffery,White-Collar Crime Case - Jeffery,12.12.22,Pending,Los Angeles,29.1.24,16.9.24,21.1.25,Jennifer Smith
1793,Counterintelligence,Robin,Counterintelligence Case - Robin,3.2.22,Pending,Fort Worth,21.9.22,8.9.23,9.12.23,Melissa Murillo
1794,Public Corruption,Adam,Public Corruption Case - Adam,11.9.22,Pending,Chicago,9.7.24,4.3.25,11.6.25,Carrie Miller
1795,Organized Crime,Cynthia,Organized Crime Case - Cynthia,2.11.23,Pending,Seattle,2.10.24,,,Laura Price
1796,Counterintelligence,Christopher,Counterintelligence Case - Christopher,13.8.23,Pending,Indianapolis,6.3.24,2.2.25,19.7.25,Regina Duffy
1797,Cyber Crime,Nicole,Cyber Crime Case - Nicole,24.4.22,Pending,Philadelphia,12.4.23,30.12.23,23.6.24,Susan Frye
1798,Drug Trafficking,Michael,Drug Trafficking Case - Michael,13.7.22,Pending,Jacksonville,5.5.24,31.5.24,10.7.24,Scott Jackson
1799,Immigration Law Cases,Aaron,Immigration Law Cases Case - Aaron,28.6.22,Pending,Los Angeles,13.10.23,5.4.24,15.7.24,David Orozco
1800,Violent Crimes,Lauren,Violent Crimes Case - Lauren,27.12.21,Pending,San Francisco,23.1.22,27.4.22,,Christopher Stevens
1801,Organized Crime,David,Organized Crime Case - David,1.12.21,Pending,Chicago,16.2.24,17.8.24,,Michael Ryan
1802,Civil Rights,Carolyn,Civil Rights Case - Carolyn,16.4.22,Pending,Jacksonville,19.8.23,,,Ann Allen
1803,Securities Fraud,Roger,Securities Fraud Case - Roger,24.8.22,Pending,San Francisco,8.6.24,30.5.25,,Timothy Robinson
1804,Immigration Law Cases,Joseph,Immigration Law Cases Case - Joseph,15.4.22,Pending,Denver,22.1.24,18.1.25,23.3.25,Marcus Brown
1805,Environmental Law Violations,Jay,Environmental Law Violations Case - Jay,18.11.23,Pending,Oklahoma City,8.6.24,,,Daniel George
1806,Intellectual Property Violations,Sarah,Intellectual Property Violations Case - Sarah,13.9.22,Pending,Oklahoma City,28.6.24,5.11.24,6.1.25,Lisa Parker
1807,Violent Crimes,Beth,Violent Crimes Case - Beth,17.7.22,Pending,San Diego,18.11.22,11.6.23,12.10.23,Daniel Taylor
1808,Violent Crimes,Susan,Violent Crimes Case - Susan,8.9.22,Pending,Fort Worth,8.11.22,,,Kelsey Lopez
1809,Civil Rights,Parker,Civil Rights Case - Parker,27.2.23,Pending,Indianapolis,12.6.23,9.5.24,,Craig Hall
1810,Securities Fraud,Russell,Securities Fraud Case - Russell,3.10.23,Pending,Jacksonville,4.10.23,,,Katherine Hancock
1811,Organized Crime,Lisa,Organized Crime Case - Lisa,30.12.21,Pending,Philadelphia,19.8.24,,,Nathaniel Miller
1812,Major Thefts,Pamela,Major Thefts Case - Pamela,13.8.22,Pending,Detroit,28.8.23,17.8.24,21.10.24,Vanessa King
1813,Employment Law Disputes,James,Employment Law Disputes Case - James,28.12.22,Pending,Baltimore,14.10.23,14.12.23,10.1.24,Samantha Kelly
1814,Drug Trafficking,Tyler,Drug Trafficking Case - Tyler,16.11.22,Pending,Boston,18.8.24,28.12.24,,Kevin Wood
1815,Intellectual Property Violations,Robin,Intellectual Property Violations Case - Robin,28.4.23,Pending,New York,15.11.23,8.9.24,,Amanda Jefferson
1816,Major Thefts,Candace,Major Thefts Case - Candace,8.8.22,Pending,Nashville,30.8.22,31.1.23,21.2.23,William Edwards
1817,Drug Trafficking,Raymond,Drug Trafficking Case - Raymond,7.6.22,Pending,Memphis,18.1.24,12.4.24,,Cameron Peterson
1818,Employment Law Disputes,Dustin,Employment Law Disputes Case - Dustin,22.9.22,Pending,Memphis,5.8.24,21.10.24,30.10.24,Terrence Rodriguez
1819,Immigration Law Cases,Ryan,Immigration Law Cases Case - Ryan,6.2.23,Pending,Indianapolis,29.2.24,,,John Maxwell
1820,White-Collar Crime,Austin,White-Collar Crime Case - Austin,4.3.23,Pending,Boston,7.4.23,3.6.23,6.6.23,Stephanie Waters
1821,Intellectual Property Violations,Brittany,Intellectual Property Violations Case - Brittany,5.4.23,Pending,Detroit,18.10.23,28.5.24,,Jacqueline Cook DDS
1822,Organized Crime,Gabrielle,Organized Crime Case - Gabrielle,3.12.22,Pending,San Diego,31.1.24,,,Mackenzie Gomez
1823,Securities Fraud,Lisa,Securities Fraud Case - Lisa,13.5.23,Pending,San Diego,24.7.24,19.2.25,4.3.25,Eric Roberts
1824,Intellectual Property Violations,Dawn,Intellectual Property Violations Case - Dawn,8.7.22,Pending,Houston,2.7.23,19.10.23,30.10.23,Mary Rowland
1825,Organized Crime,Nicole,Organized Crime Case - Nicole,18.5.23,Pending,San Antonio,15.12.23,2.10.24,,Christopher Johnston
1826,Environmental Law Violations,Shannon,Environmental Law Violations Case - Shannon,26.10.23,Pending,Portland,8.7.24,,,Chris Cohen
1827,Intellectual Property Violations,Jason,Intellectual Property Violations Case - Jason,25.11.21,Pending,San Diego,29.1.22,,,Mark Miller
1828,Environmental Law Violations,Kenneth,Environmental Law Violations Case - Kenneth,3.1.22,Pending,Washington,19.8.23,22.3.24,27.8.24,George Landry
1829,Public Corruption,Nicole,Public Corruption Case - Nicole,7.11.23,Pending,Memphis,20.6.24,27.6.24,,Ms. Miranda Reed
1830,Securities Fraud,Alicia,Securities Fraud Case - Alicia,15.11.22,Pending,Nashville,24.6.23,4.7.23,8.7.23,Dorothy Smith
1831,Environmental Law Violations,Diane,Environmental Law Violations Case - Diane,7.7.23,Pending,Portland,11.4.24,22.8.24,26.12.24,Malik Sherman
1832,Cyber Crime,Alvin,Cyber Crime Case - Alvin,1.5.23,Pending,Las Vegas,8.9.23,30.5.24,4.8.24,Mr. Alexander Horton
1833,Terrorism,Andre,Terrorism Case - Andre,23.10.23,Pending,Nashville,1.7.24,9.4.25,10.4.25,Melissa Bailey
1834,White-Collar Crime,Tara,White-Collar Crime Case - Tara,7.10.23,Pending,Jacksonville,10.3.24,,,Melissa Murray
1835,Organized Crime,Albert,Organized Crime Case - Albert,9.12.22,Pending,Chicago,14.4.23,6.8.23,21.1.24,Mr. Alexander Horton
1836,Immigration Law Cases,Benjamin,Immigration Law Cases Case - Benjamin,17.2.23,Pending,Seattle,10.6.23,8.11.23,15.11.23,Matthew Hall
1837,Employment Law Disputes,Karen,Employment Law Disputes Case - Karen,5.11.23,Pending,Louisville,1.11.24,,,Cameron Peterson
1838,Violent Crimes,Cathy,Violent Crimes Case - Cathy,19.9.23,Pending,Fort Worth,1.4.24,17.2.25,2.8.25,Sean Perkins
1839,Terrorism,Mark,Terrorism Case - Mark,3.9.23,Pending,Denver,6.9.23,17.9.23,7.1.24,Carrie Miller
1840,Drug Trafficking,Clifford,Drug Trafficking Case - Clifford,18.2.22,Pending,Portland,28.6.22,11.2.23,,Whitney King
1841,Counterintelligence,James,Counterintelligence Case - James,27.9.23,Pending,Denver,19.2.24,10.5.24,5.8.24,Charles Johnson
1842,Civil Rights,Jason,Civil Rights Case - Jason,28.4.22,Pending,Baltimore,29.11.23,14.11.24,14.12.24,Brad Campbell
1843,Organized Crime,Hailey,Organized Crime Case - Hailey,14.3.22,Pending,Boston,28.3.24,,,Michael Brooks
1844,Employment Law Disputes,David,Employment Law Disputes Case - David,2.5.22,Pending,Denver,13.9.24,,,Kerry Jordan
1845,Immigration Law Cases,Jose,Immigration Law Cases Case - Jose,3.1.22,Pending,Chicago,24.9.23,,,Sheri Smith
1846,Civil Rights,Matthew,Civil Rights Case - Matthew,1.6.22,Pending,San Diego,18.12.23,6.4.24,6.5.24,Craig Hall
1847,Securities Fraud,Jacqueline,Securities Fraud Case - Jacqueline,7.3.23,Pending,New York,14.5.24,8.2.25,,Scott Jackson
1848,Environmental Law Violations,Sean,Environmental Law Violations Case - Sean,8.11.23,Pending,Baltimore,12.11.24,24.1.25,3.2.25,Elizabeth Peterson
1849,Immigration Law Cases,Roberto,Immigration Law Cases Case - Roberto,30.8.22,Pending,Milwaukee,20.5.23,,,Scott Bernard
1850,Violent Crimes,Alfred,Violent Crimes Case - Alfred,29.11.21,Pending,Los Angeles,27.2.22,26.10.22,21.4.23,George Landry
1851,Organized Crime,Michele,Organized Crime Case - Michele,7.9.22,Pending,Las Vegas,16.2.24,30.1.25,24.6.25,Rachel Mckee
1852,Major Thefts,Thomas,Major Thefts Case - Thomas,2.9.23,Pending,Philadelphia,17.8.24,27.8.24,4.2.25,Alicia Tucker
1853,Cyber Crime,Katherine,Cyber Crime Case - Katherine,1.12.21,Pending,Baltimore,22.9.22,2.11.22,25.2.23,Amanda Oconnor
1854,White-Collar Crime,Kelly,White-Collar Crime Case - Kelly,5.11.22,Pending,Los Angeles,16.11.22,1.4.23,11.9.23,Kerry Jordan
1855,Major Thefts,Paul,Major Thefts Case - Paul,2.6.23,Pending,Portland,18.2.24,12.8.24,2.1.25,Melissa Bailey
1856,Employment Law Disputes,Natasha,Employment Law Disputes Case - Natasha,19.4.22,Pending,Los Angeles,24.5.24,30.5.24,7.11.24,Michelle Nelson
1857,Counterintelligence,Kimberly,Counterintelligence Case - Kimberly,7.5.22,Pending,Philadelphia,10.2.23,,,Mr. Alexander Horton
1858,Cyber Crime,Ann,Cyber Crime Case - Ann,14.2.22,Pending,New York,18.10.22,,,Melissa Murillo
1859,Immigration Law Cases,Robert,Immigration Law Cases Case - Robert,15.11.23,Pending,Denver,14.3.24,1.12.24,31.5.25,Stephen Elliott
1860,Employment Law Disputes,David,Employment Law Disputes Case - David,17.1.22,Pending,San Francisco,14.7.24,25.11.24,6.4.25,Kenneth Baker
1861,Securities Fraud,Deborah,Securities Fraud Case - Deborah,1.9.23,Pending,Baltimore,21.10.23,,,Robert Russo
1862,Organized Crime,Donna,Organized Crime Case - Donna,4.3.22,Pending,New York,24.8.24,18.12.24,27.5.25,Ricardo Suarez
1863,Major Thefts,Paula,Major Thefts Case - Paula,22.2.22,Pending,Seattle,1.2.23,3.6.23,7.8.23,Vanessa King
1864,Employment Law Disputes,Sarah,Employment Law Disputes Case - Sarah,22.10.23,Pending,San Francisco,5.8.24,14.8.24,10.9.24,Kelsey Richardson
1865,Employment Law Disputes,James,Employment Law Disputes Case - James,13.2.23,Pending,Nashville,15.3.23,,,Jennifer Alexander
1866,Civil Rights,Alicia,Civil Rights Case - Alicia,15.9.23,Pending,Charlotte,21.11.23,,,Mackenzie Gomez
1867,Intellectual Property Violations,Hayley,Intellectual Property Violations Case - Hayley,17.8.22,Pending,Jacksonville,8.3.24,21.7.24,14.11.24,Michael Brooks
1868,Intellectual Property Violations,Daniel,Intellectual Property Violations Case - Daniel,13.11.23,Pending,San Francisco,14.10.24,30.10.24,17.1.25,Sarah Jones
1869,Employment Law Disputes,Christy,Employment Law Disputes Case - Christy,23.9.23,Pending,San Antonio,22.8.24,5.8.25,8.11.25,Mary Cannon
1870,Civil Rights,Charles,Civil Rights Case - Charles,22.12.21,Pending,San Francisco,29.4.24,10.8.24,18.10.24,Samantha Kelly
1871,White-Collar Crime,Phyllis,White-Collar Crime Case - Phyllis,5.2.23,Pending,Nashville,10.4.24,,,Crystal Oconnell
1872,Major Thefts,Kenneth,Major Thefts Case - Kenneth,16.11.23,Pending,Los Angeles,27.3.24,,,Laura Price
1873,Organized Crime,Mark,Organized Crime Case - Mark,20.4.23,Pending,Jacksonville,31.3.24,18.1.25,25.2.25,Kevin Wood
1874,Counterintelligence,Shannon,Counterintelligence Case - Shannon,1.3.23,Pending,New York,20.8.23,,,Timothy Singh MD
1875,Environmental Law Violations,George,Environmental Law Violations Case - George,26.7.22,Pending,Phoenix,2.2.24,,,Karen Lamb
1876,Civil Rights,Stephen,Civil Rights Case - Stephen,30.8.23,Pending,Oklahoma City,22.6.24,,,Melanie Boyer
1877,Securities Fraud,Mallory,Securities Fraud Case - Mallory,17.7.23,Pending,Dallas,24.3.24,,,Victoria Wilson
1878,Immigration Law Cases,Jody,Immigration Law Cases Case - Jody,15.10.22,Pending,Detroit,26.9.24,28.11.24,21.4.25,Scott Bernard
1879,Major Thefts,Adrian,Major Thefts Case - Adrian,22.6.23,Pending,Phoenix,2.10.24,14.7.25,17.9.25,Carrie Martin
1880,Public Corruption,Tiffany,Public Corruption Case - Tiffany,2.3.23,Pending,Memphis,15.10.23,21.11.23,,Natasha Wyatt
1881,Organized Crime,Margaret,Organized Crime Case - Margaret,11.10.23,Pending,Seattle,13.7.24,,,Kari Price
1882,Cyber Crime,Robert,Cyber Crime Case - Robert,18.1.22,Pending,Los Angeles,4.7.23,26.7.23,4.9.23,Stephen Elliott
1883,White-Collar Crime,Samantha,White-Collar Crime Case - Samantha,13.5.23,Pending,Louisville,8.5.24,17.9.24,,Isaac Romero
1884,Terrorism,Michael,Terrorism Case - Michael,26.9.22,Pending,Los Angeles,26.9.23,16.10.23,9.3.24,George Burke
1885,Securities Fraud,Paul,Securities Fraud Case - Paul,11.11.23,Pending,Columbus,7.7.24,25.8.24,,Caleb Johnson
1886,Public Corruption,Courtney,Public Corruption Case - Courtney,23.10.23,Pending,Portland,26.9.24,,,Megan Griffin
1887,Drug Trafficking,Thomas,Drug Trafficking Case - Thomas,14.3.22,Pending,Chicago,22.5.22,21.10.22,,Andrew Brown
1888,Drug Trafficking,Raymond,Drug Trafficking Case - Raymond,8.10.22,Pending,Denver,21.9.23,,,Daniel Shah
1889,Major Thefts,Brandon,Major Thefts Case - Brandon,30.9.23,Pending,San Diego,24.11.23,8.7.24,,Susan Frye
1890,Employment Law Disputes,Jose,Employment Law Disputes Case - Jose,24.3.23,Pending,Los Angeles,28.2.24,17.4.24,9.6.24,Brian Flores
1891,Counterintelligence,Yvonne,Counterintelligence Case - Yvonne,13.12.21,Pending,Charlotte,13.11.24,4.5.25,,Mr. Cameron Hopkins
1892,Securities Fraud,Daniel,Securities Fraud Case - Daniel,6.7.23,Pending,Jacksonville,29.1.24,,,Jordan Lee
1893,Organized Crime,Mallory,Organized Crime Case - Mallory,19.2.23,Pending,Philadelphia,17.7.23,,,Isaac Romero
1894,Drug Trafficking,Stephanie,Drug Trafficking Case - Stephanie,10.6.23,Pending,Charlotte,28.2.24,4.11.24,,Miss Teresa Trevino
1895,Environmental Law Violations,Stephanie,Environmental Law Violations Case - Stephanie,7.9.22,Pending,San Antonio,17.2.23,3.5.23,,Stephanie Henry
1896,Securities Fraud,John,Securities Fraud Case - John,3.1.22,Pending,Louisville,20.10.24,,,Daniel Vance
